pitcher,player_name,Pitches,Whiff,xWhiff,In_Whiff,IZ.Pitches,IZ.Swing,IZ.xSwing,IZ,OOZ.Pitches,OOZ.Swing,OOZ.xSwing,OOZ,xwOBA,wOBA,In_wOBA,Command,S_ERA
608334,Carson Fulmer,188,0.13298,0.10377,0.011937004,80,0.75,0.68948,0.021010916,56,0.28571,0.33902,0.005460297,0.3197,0.3098,-0.004328753,2.092002255,3.5764
608335,Kyle Funkhouser,363,0.09366,0.10332,-0.010925692,160,0.6375,0.63115,0.001690459,108,0.21296,0.3102,-0.026952913,0.3305,0.385,0.00124745,2.177771318,4.3334
608337,Lucas Giolito,1631,0.16922,0.12529,0.040268838,821,0.72838,0.71203,0.006850054,468,0.28846,0.32172,0.008755159,0.3356,0.2496,-0.011229493,0.10357652,2.615
608344,Cole Irvin,82,0.07317,0.12133,-0.019469767,41,0.7561,0.66421,0.019622165,27,0.18519,0.30362,-0.025316536,0.3353,0.5795,0.011229146,1.379647028,5.2509
608348,Carson Kelly,12,0,0.09766,-0.005950337,8,0.625,0.63943,0.001746573,4,0,0.06048,0.001937154,0.3487,0.3125,-0.000784251,-8.831163815,4.9665
608349,Corey Knebel,314,0.06688,0.10541,-0.028813053,153,0.52288,0.67831,-0.087311734,112,0.21429,0.22232,0.019279089,0.3376,0.363,0.006607271,-3.402419406,4.9526
608371,Lucas Sims,661,0.13464,0.10628,0.017778416,292,0.55822,0.64349,-0.066655891,208,0.22596,0.24826,0.006105066,0.3259,0.277,-0.007137766,0.721069555,2.9045
608379,Michael Wacha,827,0.11366,0.09693,0.006982606,409,0.71638,0.69057,0.014508537,284,0.32042,0.31705,0.017664073,0.3373,0.4154,0.020037641,-1.813319106,5.3175
608566,German Marquez,1633,0.1139,0.11178,0.007588237,846,0.65721,0.6399,0.020846651,376,0.21543,0.30658,-0.034796169,0.3414,0.3059,-0.010492012,0.808276444,3.4764
608648,Tyler Duffey,524,0.14504,0.13977,4.31E-05,228,0.60965,0.63957,-0.032232653,123,0.35772,0.32984,0.018679773,0.3246,0.2656,-0.007179294,6.446901061,3.0289
608652,Luke Farrell,119,0.10924,0.14321,-0.014107226,61,0.52459,0.6511,-0.041678751,32,0.21875,0.27439,-0.000839603,0.3425,0.3889,0.002726441,1.932932641,4.2404
608665,Kendall Graveman,384,0.06771,0.09206,-0.01246342,186,0.6129,0.65197,-0.024802175,106,0.32075,0.3276,0.032134734,0.3415,0.2901,-0.008547673,-0.835462817,3.8583
608678,Dominic Leone,212,0.16038,0.10755,0.026615841,82,0.76829,0.63964,0.050203327,40,0.3,0.34015,-0.00437508,0.3123,0.4106,0.013221274,5.757921596,4.0932
608700,Kevin Plawecki,11,0,0.04305,-0.003576309,3,0.66667,0.6541,0.001374686,7,0,0.14114,-0.003969584,0.2851,0,-0.002274633,-2.431846924,4.3149
608717,Chris Stratton,666,0.14865,0.1278,0.01628302,287,0.67944,0.66679,0.013434727,223,0.33184,0.33983,0.027785233,0.3277,0.2853,-0.006665062,4.03578574,3.1235
608718,Brent Suter,736,0.125,0.102,0.018099163,344,0.68023,0.67931,-0.002354805,283,0.28269,0.28397,0.027858451,0.3377,0.3217,-0.000754033,-1.918706995,3.8045
608723,Austin Voth,1146,0.09162,0.10436,-0.017387988,595,0.67899,0.65653,0.000801709,285,0.23509,0.31894,-0.046146067,0.341,0.4051,0.016584908,-0.147955673,5.5409
611093,Silvino Bracho,42,0.04762,0.11317,-0.015691167,14,0.57143,0.60802,-0.004922644,26,0.38462,0.32315,0.027679803,0.31,0.58,0.007214387,7.481784219,4.2555
612434,Miguel Castro,596,0.13423,0.10662,0.01651063,294,0.67007,0.6663,-0.008203399,137,0.35036,0.29575,0.049595491,0.3276,0.3705,0.015859395,0.906851115,4.485
613534,Austin Adams,189,0.16402,0.12017,0.028495825,72,0.48611,0.57874,-0.041846234,38,0.10526,0.2268,-0.03939944,0.3057,0.3089,-0.002985079,7.149422422,2.5535
614179,Jose Ruiz,67,0.08955,0.12405,-0.010093182,30,0.73333,0.6409,0.026372139,17,0.29412,0.34614,0.000747619,0.3402,0.3062,0.001955571,3.193994915,4.3816
615698,Cal Quantrill,672,0.09673,0.10241,-0.005303664,283,0.64311,0.63862,0.0017424,276,0.32971,0.27345,0.063435569,0.3292,0.3104,-0.005453582,0.862644197,3.8451
620445,Jose Mujica,97,0.05155,0.1069,-0.0186767,53,0.69811,0.66355,0.021759417,26,0.19231,0.35589,-0.02277979,0.3453,0.5267,0.006729619,0.229900661,5.0839
621005,Tim Lopes,24,0,0.05617,-0.00412636,12,0.5,0.34643,0.02205127,10,0.6,0.04391,0.062681136,0.3514,0.36,0.000438457,-0.371861079,4.3608
621011,Max Schrock,16,0.125,0.11282,0.000963452,8,0.75,0.60289,0.013044495,8,0.25,0.20454,0.011333075,0.3588,0,-0.006086594,-3.082492409,4.0997
621052,Alex Reyes,580,0.13793,0.10179,0.020858348,254,0.64567,0.66881,-0.016062638,215,0.25116,0.27164,0.012014275,0.3262,0.2852,-0.007928455,-0.138739992,3.1358
621076,James Kaprielian,107,0.13084,0.09707,0.011260646,44,0.63636,0.64386,-0.002643989,27,0.2963,0.2643,0.012587191,0.3224,0.45,0.007660645,0.897158325,4.2181
621078,Brady Lail,404,0.06683,0.10809,-0.026332861,179,0.62011,0.67643,-0.033680741,127,0.28346,0.31451,0.006179082,0.3338,0.346,-0.00261859,0.229380177,4.4
621097,Jacob Waguespack,397,0.10831,0.10235,0.005293484,185,0.70811,0.69932,-0.00580278,162,0.27778,0.30305,-0.002335597,0.3323,0.4225,0.009837774,-1.40579893,4.661
621107,Zach Eflin,1219,0.09844,0.09884,-0.002040852,595,0.62353,0.6293,-0.017606597,351,0.40456,0.28739,0.117276774,0.34,0.3129,0.000875019,-0.217975781,4.0477
621111,Walker Buehler,1334,0.13868,0.1051,0.033242617,702,0.63105,0.6733,-0.037487409,281,0.27046,0.31861,0.009177563,0.3402,0.2593,-0.01249435,-0.717540927,2.5247
621112,Paul Blackburn,96,0.04167,0.11296,-0.028645367,40,0.65,0.59907,0.01855956,26,0.38462,0.34331,0.019486477,0.3222,0.4714,0.006504508,6.656742594,4.7215
621121,Lance McCullers Jr.,1479,0.11359,0.12389,-0.005645788,676,0.56953,0.64831,-0.049599828,462,0.25541,0.30908,0.00355824,0.3239,0.322,0.001294197,4.156967288,3.7364
621129,Kyle Cody,544,0.07537,0.10368,-0.009455385,258,0.62016,0.66702,-0.023566056,119,0.2521,0.27871,0.014836468,0.3314,0.2778,-0.021693166,-0.452682115,3.0487
621139,Brooks Kriske,150,0.19333,0.08941,0.050821206,61,0.72131,0.65344,0.01718525,64,0.23438,0.30823,-0.01962446,0.3318,0.4281,0.006975343,-0.275164328,3.504
621141,Walker Lockett,302,0.09934,0.10524,-0.002418509,166,0.64458,0.65315,-0.003242326,81,0.22222,0.28823,-0.01952397,0.3403,0.3582,0.000485632,-0.734702454,4.2948
621142,Ty Buttrey,520,0.07885,0.1153,-0.028225332,251,0.70518,0.69627,0.013889709,149,0.32886,0.34207,0.032137357,0.3312,0.3746,0.004750834,1.187746226,5.0173
621219,Alec Mills,1169,0.07442,0.10963,-0.041941355,534,0.62921,0.63995,-0.014567823,368,0.36957,0.34089,0.04620424,0.3346,0.3605,0.004880721,2.648687484,5.05
621237,Jose Alvarado,241,0.09959,0.08746,0.007950335,111,0.59459,0.67175,-0.045902926,113,0.16814,0.26574,-0.052367735,0.3413,0.3963,0.005922085,-3.930380633,4.4115
621242,Edwin Diaz,650,0.21385,0.10736,0.087876579,313,0.68371,0.69517,-0.014379937,176,0.3125,0.25118,0.059456299,0.3239,0.2807,0.004119858,-1.090350992,2.2981
621244,Jose Berrios,1600,0.10625,0.1171,-0.010156698,758,0.62005,0.65473,-0.030874171,478,0.31381,0.34702,0.00393285,0.3328,0.3016,-0.010557596,3.09570495,3.3695
621249,Duane Underwood Jr.,429,0.16084,0.12931,0.017088418,203,0.60099,0.63841,-0.02466363,137,0.40876,0.3705,0.036042884,0.3284,0.3975,0.022832657,6.236614081,4.3514
621261,Corey Oswalt,226,0.12389,0.12253,-0.007884828,91,0.72527,0.69894,-0.00034649,58,0.31034,0.36571,-0.014139387,0.3231,0.3741,0.004207306,3.604959368,4.2886
621290,Dakota Bacus,252,0.11111,0.12375,-0.011853364,104,0.74038,0.65757,0.026893686,48,0.0625,0.26648,-0.070103815,0.3254,0.3875,-0.004487717,2.240897669,4.2142
621294,Ben Heller,159,0.1195,0.11906,0.00273001,70,0.61429,0.72106,-0.058441358,60,0.3,0.2715,0.013544447,0.3215,0.3615,0.00123841,-0.253600887,3.8368
621295,Nick Wittgren,531,0.12806,0.11061,0.009465587,249,0.67871,0.6831,-0.002257734,140,0.3,0.3277,0.007229042,0.3292,0.283,-0.004137224,1.22836838,3.582
621345,A.J. Minter,642,0.13551,0.09066,0.036611058,298,0.70134,0.71999,-0.021830856,290,0.26552,0.27385,0.011028485,0.3361,0.2659,-0.004203504,-4.775955798,3.3234
621366,Ryan Borucki,381,0.14698,0.0971,0.0302839,165,0.71515,0.66986,0.012015328,187,0.27273,0.25145,0.012530529,0.3326,0.2594,-0.010025764,-2.14440288,3.1197
621368,Taylor Hearn,455,0.07912,0.11597,-0.019640628,228,0.60088,0.68044,-0.042413348,200,0.245,0.36099,-0.048703007,0.345,0.2975,-0.004495175,0.470510615,4.1277
621381,Matt Strahm,501,0.1018,0.1002,-0.001553086,265,0.6566,0.67402,-0.009842644,198,0.24242,0.27137,0.004103679,0.3487,0.3213,-0.006007931,-3.845189946,4.1032
621532,Anthony Bemboom,16,0,0.13773,-0.01330817,7,0.71429,0.4604,0.015205564,2,0,0.32675,-0.006591265,0.3092,0.175,-0.003221476,16.38995878,3.045
621593,Anthony Castro,17,0.17647,0.09421,0.008205984,8,0.75,0.67727,0.003342604,6,0,0.10689,-0.004782324,0.3315,0.54,0.002090006,-6.878011174,4.6575
622065,Alex Young,1017,0.11701,0.12509,-0.00135152,483,0.69565,0.66356,0.035561415,400,0.2625,0.31267,0.000645308,0.3374,0.3765,0.007575361,1.696253116,4.6658
622072,Alex Wood,466,0.12232,0.11349,0.005063251,224,0.66071,0.71031,-0.028760893,186,0.23118,0.29203,-0.015012493,0.3323,0.3895,0.010750517,-1.248784419,4.5889
622075,Yency Almonte,570,0.12105,0.12586,0.003107289,260,0.68462,0.66281,0.023446024,160,0.2625,0.28223,0.016859297,0.3302,0.3097,-0.007938606,1.953141603,3.5923
622088,Tejay Antone,713,0.12763,0.11661,0.008719358,340,0.55,0.63267,-0.053211868,176,0.25,0.31244,-0.013602914,0.3359,0.2731,-0.003279065,2.538889858,3.2772
622092,Kyle Zimmer,461,0.11931,0.11686,-1.86E-08,227,0.57269,0.64087,-0.04729455,128,0.28906,0.28075,0.016773191,0.3371,0.2581,-0.010916382,1.073921038,3.1735
622098,Drew Smith,132,0.17424,0.09135,0.041233885,59,0.72881,0.692,0.017724425,39,0.28205,0.27086,0.015647138,0.324,0.3439,0.001593151,-1.775193677,3.5139
622250,Josh Sborz,54,0.12963,0.09737,0.008339694,35,0.8,0.60352,0.050498911,7,0.28571,0.34166,-0.001354658,0.3519,0.2325,-0.006726899,0.655059303,3.8136
622251,Josh Staumont,616,0.14123,0.10643,0.020741972,327,0.61162,0.67115,-0.052538294,182,0.24176,0.26694,-0.010486172,0.3369,0.2931,-0.00714747,-1.560563987,3.1157
622253,Dillon Tate,364,0.08516,0.10402,-0.012055608,161,0.57764,0.65429,-0.045950109,123,0.26016,0.25997,0.016722755,0.3233,0.22,-0.017643639,0.779682226,3.108
622256,Patrick Weigel,36,0,0.10359,-0.020543959,15,0.53333,0.64503,-0.014049537,15,0.2,0.27066,-0.004691609,0.3224,0.6071,0.002019033,1.604541674,4.5346
622490,Robinson Leyer,207,0.16425,0.11474,0.024193066,77,0.67532,0.62725,0.011323575,57,0.14035,0.24167,-0.034559657,0.3205,0.5409,0.018652352,2.78119804,4.5059
622491,Luis Castillo,1544,0.15091,0.11839,0.027257456,780,0.73718,0.68654,0.042771494,489,0.32106,0.34708,0.012773864,0.3353,0.3124,0.00451695,1.431473834,3.8837
622492,Keury Mella,248,0.09677,0.09894,-0.001353735,121,0.64463,0.61453,0.017374773,62,0.30645,0.2977,0.01202869,0.3338,0.3422,0.001787982,1.669964229,4.2319
622503,Nabil Crismatt,134,0.10448,0.11643,-0.013703937,58,0.56897,0.61566,-0.013715777,44,0.47727,0.3855,0.05179852,0.3363,0.2767,-0.000199872,5.398528631,3.8908
622608,Antonio Senzatela,1355,0.08118,0.11379,-0.01840043,680,0.67647,0.64836,0.035692801,424,0.24057,0.33826,-0.029655213,0.3391,0.322,-0.013277977,1.895194999,3.9114
622694,Elieser Hernandez,627,0.126,0.10918,0.012524739,341,0.72434,0.68627,0.007486269,191,0.16754,0.32067,-0.09109607,0.347,0.3264,0.006613201,-1.880230616,4.5162
622772,Jimmy Cordero,701,0.08845,0.09386,-0.008461965,347,0.66859,0.67493,-0.016727874,226,0.34071,0.28396,0.058773852,0.3374,0.3571,0.001879165,-2.391421142,4.4917
622780,Angel Perdomo,85,0.12941,0.09927,0.008371356,32,0.53125,0.69434,-0.041295682,51,0.31373,0.26419,0.018611515,0.3279,0.4611,0.00268493,-1.963383138,4.0162
622786,Jesus Tinoco,240,0.08333,0.09106,-0.004892428,82,0.57317,0.61708,-0.018957322,94,0.2766,0.2398,0.040310378,0.3234,0.254,-0.015768785,0.679004812,3.1825
623149,Paul Sewald,129,0.05426,0.09549,-0.019506417,58,0.65517,0.60535,0.003113232,40,0.225,0.25016,-0.00296148,0.3222,0.4529,0.004402435,2.072159953,4.7
623168,Tyler Heineman,7,0.14286,0.08427,0.001254943,4,1,0.56166,0.015285765,3,0.33333,0.17298,0.009053188,0.3803,0.4167,0.00013792,-7.87256014,4.8425
623352,Josh Hader,511,0.15264,0.10805,0.034797348,237,0.67932,0.70704,-0.022057405,258,0.21705,0.24006,-0.005433963,0.3332,0.2429,-0.009630293,-3.263692552,2.9555
623364,Brad Wieck,20,0.05,0.08199,-0.004521578,8,0.625,0.72484,-0.005995122,10,0.1,0.14324,0.005484494,0.3258,0.54,0.003159869,-8.12330394,5.0494
623433,Nick Anderson,530,0.16226,0.12827,0.029146964,274,0.76642,0.6652,0.0611988,168,0.35714,0.34503,0.021837097,0.3451,0.2173,-0.017108245,1.728208191,2.7033
623437,Justin Topa,267,0.1161,0.09321,0.009250321,135,0.77037,0.70592,0.027828778,82,0.31707,0.28288,0.028383131,0.3488,0.2669,-0.003391867,-5.539500451,4.3228
623454,Drew Anderson,50,0.06,0.1109,-0.01189981,22,0.86364,0.79109,0.009857245,19,0.15789,0.35499,-0.025094898,0.3472,0.755,0.009960935,-5.377263216,5.4968
623465,Evan Phillips,349,0.08883,0.09286,-0.005877001,182,0.61538,0.66702,-0.037474538,94,0.15957,0.31302,-0.053457337,0.3437,0.344,-0.00074797,-2.192907604,4.2665
623470,Jake Newberry,517,0.15087,0.12999,0.01214237,216,0.62037,0.62967,-0.005670293,142,0.16197,0.28657,-0.065810213,0.3221,0.3416,0.002230787,5.109412861,3.6163
623474,Jimmy Herget,438,0.09817,0.10431,-2.85E-05,231,0.65368,0.65758,0.000604159,131,0.17557,0.25489,-0.018491199,0.3329,0.3079,-0.008505838,-0.912657923,3.7727
623485,Ashton Goudeau,194,0.06186,0.12466,-0.033504483,95,0.66316,0.62519,0.021446036,39,0.30769,0.299,0.023315069,0.3181,0.4338,0.007233988,5.805294698,4.9556
624133,Ranger Suarez,118,0.0678,0.096,-0.01382199,45,0.62222,0.6352,-0.004041559,48,0.27083,0.25914,0.016854623,0.3306,0.5406,0.006165644,-0.179958819,4.7892
624407,Tzu-Wei Lin,44,0.04545,0.09287,-0.011598977,26,0.76923,0.56715,0.036296703,16,0.25,0.19795,0.012122346,0.3851,0.7714,0.0128071,-7.329422611,5.9168
624418,Ryan Castellani,977,0.08905,0.11547,-0.017123086,433,0.65358,0.63747,0.014361679,252,0.15079,0.30473,-0.075567022,0.3265,0.3917,-0.003353712,3.387286154,4.242
624586,James Hoyt,311,0.14791,0.11431,0.017523447,144,0.64583,0.59079,0.01189363,91,0.25275,0.21502,0.025794965,0.3279,0.2907,-0.004215657,2.467943675,3.3517
624647,Victor Gonzalez,533,0.14071,0.10208,0.028633758,247,0.64777,0.59714,0.040126046,214,0.31776,0.25602,0.073094003,0.3358,0.2305,-0.018533668,1.174066691,2.5109
625643,Reynaldo Lopez,762,0.08661,0.11882,-0.026680436,376,0.70479,0.6912,0.002179043,254,0.25591,0.31976,-0.022347393,0.3369,0.4342,0.018333348,0.210288549,5.8079
626929,Lewis Thorpe,307,0.07818,0.10312,-0.027022938,163,0.69325,0.65248,0.019454154,131,0.16031,0.25059,-0.048429488,0.3491,0.4541,0.010735789,-3.315820352,5.8
628317,Kenta Maeda,1353,0.16482,0.14026,0.019909229,590,0.66102,0.63694,0.012251809,380,0.42368,0.37528,0.059103766,0.3179,0.235,-0.010785036,8.954017253,2.374
628452,Raisel Iglesias,554,0.18592,0.13194,0.041372658,283,0.68551,0.70672,-0.016606446,118,0.41525,0.41587,0.018837489,0.3326,0.25,-0.004231575,4.174099621,2.5094
628711,Julio Urias,1550,0.12516,0.11312,0.015879903,848,0.66745,0.67341,-0.002305899,583,0.25043,0.30463,-0.007446232,0.3478,0.2611,-0.020676315,-1.563880376,2.7513
629498,Johan Quezada,59,0.08475,0.11717,-0.014531207,28,0.67857,0.70227,-0.006110677,15,0.46667,0.50849,-0.011866823,0.3414,0.45,0.002834697,4.544697298,4.2551
630023,Yonny Chirinos,190,0.14211,0.10892,0.012973816,78,0.80769,0.67415,0.047520975,66,0.22727,0.34044,-0.040060338,0.3211,0.3962,0.002866572,3.055898255,4.0701
630263,James Bourque,77,0.06494,0.10016,-0.016214052,29,0.62069,0.58772,0.007144738,28,0.25,0.3052,-0.013101579,0.3135,0.4625,0.000755957,6.191090715,4.1202
640444,Wil Crowe,194,0.06186,0.10202,-0.027059118,74,0.64865,0.60081,0.014234781,60,0.2,0.26692,-0.01664693,0.3244,0.5457,0.01420146,3.01830728,5.4208
640448,Kyle Finnegan,545,0.11009,0.09529,0.005097105,284,0.65493,0.68722,-0.043052759,163,0.26994,0.30328,-0.008999011,0.3411,0.3063,-0.004789382,-2.78145994,3.759
640451,Hunter Harvey,208,0.10096,0.09632,0.003244665,102,0.68627,0.65482,0.010486256,78,0.41026,0.34714,0.05699648,0.3393,0.3759,0.001871185,0.31914625,4.1556
640455,Sean Manaea,994,0.09054,0.10834,-0.003929168,496,0.69355,0.66645,0.034051186,361,0.23823,0.3083,-0.019068358,0.34,0.3215,-0.002896049,-0.409468581,4.3228
640470,Adbert Alzolay,556,0.1205,0.11158,0.006066475,267,0.59551,0.66109,-0.04051413,139,0.23741,0.33305,-0.030648149,0.3371,0.2698,-0.007010294,1.278784926,3.3204
641154,Pablo Lopez,1218,0.11741,0.11317,0.000568913,575,0.72,0.68912,0.006221141,470,0.35957,0.35541,0.031385853,0.335,0.2868,-0.009445156,1.154478946,3.5205
641302,Tyler Alexander,678,0.08702,0.11212,-0.022596485,318,0.71698,0.65552,0.04414411,240,0.25833,0.29324,-0.01084264,0.3345,0.3457,0.004347497,0.768759991,5.1112
641312,Shaun Anderson,358,0.12849,0.12267,0.007239006,158,0.62658,0.62959,0.004769603,99,0.21212,0.27396,-0.004874578,0.3293,0.3138,-0.003917689,3.0320874,3.5514
641341,Tyler Bashlor,191,0.07853,0.1084,-0.019079585,102,0.65686,0.68163,-0.000885761,47,0.19149,0.28173,-0.01963054,0.3275,0.4427,0.005077023,-0.020423937,4.8914
641360,Phil Bickford,66,0.15152,0.08181,0.01433744,38,0.94737,0.73386,0.046800294,14,0.28571,0.21202,0.002058482,0.3319,0.5944,0.010296636,-7.387555835,5.2511
641401,Connor Brogdon,224,0.17857,0.11408,0.03939993,92,0.75,0.73922,0.005356442,85,0.4,0.40512,0.002082902,0.3294,0.1991,-0.005550362,1.327709357,2.8513
641420,Zack Burdi,245,0.17143,0.11439,0.029603859,115,0.71304,0.65115,0.02881162,65,0.38462,0.35287,0.025707087,0.3254,0.5273,0.025693901,4.287079926,4.689
641447,Daniel Castano,570,0.08772,0.11178,-0.018214647,295,0.7322,0.65965,0.044796783,188,0.17021,0.28185,-0.058012401,0.3389,0.3103,-0.014794005,-0.434852312,4.0904
641482,Nestor Cortes,165,0.07273,0.11237,-0.014954238,79,0.63291,0.60693,0.020710718,79,0.17722,0.26121,-0.017300657,0.3387,0.5545,0.016932026,1.364906141,5.464
641513,Travis Demeritte,17,0,0.06141,-0.008311085,9,0.66667,0.46183,0.016414583,8,0.375,0.1526,0.019507431,0.3611,0.8286,0.007547162,-3.21528408,5.0961
641540,Dane Dunning,959,0.09385,0.10568,-0.009774107,424,0.62028,0.65623,-0.036817704,258,0.22093,0.25621,-0.007101221,0.324,0.309,-0.010260831,0.622896689,3.555
641576,Bernardo Flores Jr.,40,0.1,0.09393,-0.004220892,18,0.77778,0.59381,0.029995428,20,0.4,0.42003,0.008656095,0.3538,0.4067,0.004569548,2.843343994,4.4324
641582,Matt Foster,602,0.11462,0.11244,-0.001542246,314,0.6879,0.66515,0.011540068,173,0.28902,0.32205,-0.00070917,0.3379,0.2458,-0.017852056,0.727309387,3.1968
641627,Trevor Gott,263,0.09125,0.09743,0.004476518,109,0.65138,0.66537,0.004501586,85,0.2,0.23513,0.010951058,0.3197,0.4792,0.01008273,-0.495448348,4.6642
641645,Luis Guillorme,9,0,0.17178,-0.010098087,4,0.75,0.46758,0.009012615,1,1,0.27455,0.00907282,0.3326,0,-0.00252422,14.02481068,3.1505
641656,Ian Hamilton,83,0.13253,0.09871,0.007583091,37,0.64865,0.68912,-0.01423112,33,0.18182,0.29705,-0.021754701,0.3331,0.355,-0.001608689,-1.569392852,3.9551
641672,Thomas Hatch,557,0.12747,0.12136,-0.001774966,250,0.752,0.69972,0.0243123,157,0.25478,0.29571,-0.016815426,0.3302,0.2613,-0.021542526,0.327983319,3.1163
641712,Dakota Hudson,815,0.09202,0.10674,-0.017772115,365,0.65205,0.64093,0.012784019,236,0.25,0.27608,0.006080603,0.3344,0.2503,-0.022692488,0.44762566,3.3245
641726,Daulton Jefferies,53,0.11321,0.10219,6.50E-05,29,0.7931,0.71889,0.01768288,16,0.0625,0.30639,-0.031056849,0.3452,0.6231,0.007666312,-4.095286534,5.0384
641729,Joe Jimenez,502,0.13347,0.11846,0.002891207,256,0.69922,0.66834,0.008814776,116,0.18103,0.27312,-0.03833683,0.3341,0.3808,0.008579679,0.213093548,4.6335
641739,Rob Kaminsky,103,0.04854,0.08301,-0.019961757,42,0.54762,0.61534,-0.010210228,48,0.1875,0.23518,-0.010462746,0.3294,0.2875,-0.008673172,-0.972468795,4.1602
641743,Anthony Kay,447,0.10291,0.11377,-0.016112905,211,0.71564,0.67679,0.019668943,202,0.20297,0.29368,-0.044764112,0.3352,0.3925,0.007984228,-0.119592368,5.1334
641745,Brad Keller,1070,0.0785,0.11353,-0.031647936,545,0.68073,0.67685,0.006045953,340,0.22647,0.29493,-0.026107932,0.3409,0.2418,-0.03081517,-0.949186593,3.2996
641755,Tyler Kinley,470,0.16383,0.13011,0.03345755,234,0.6453,0.62876,0.014237091,102,0.16667,0.27063,-0.03463421,0.3347,0.2585,-0.018387694,2.820171675,2.2384
641771,Chad Kuhl,1057,0.09366,0.1097,-0.016159134,466,0.61373,0.6201,0.004457935,359,0.15599,0.22367,-0.023545099,0.3292,0.315,-0.011635648,0.833237449,3.8563
641778,Eric Lauer,289,0.10035,0.09624,0.004561182,116,0.66379,0.65233,0.014735497,154,0.24675,0.30766,-0.015922892,0.3364,0.4394,0.008964907,-0.327187079,4.6706
641793,Zack Littell,117,0.05128,0.11868,-0.031350959,65,0.78462,0.66711,0.037120251,28,0.21429,0.33978,-0.024778812,0.3492,0.6161,0.015633586,0.042902975,5.9766
641816,Tyler Mahle,1119,0.13673,0.12563,0.009918748,517,0.65764,0.6725,-0.006568882,352,0.3125,0.33409,0.026247708,0.3265,0.3006,0.000892661,3.599588336,3.6172
641838,Kevin McCarthy,100,0.06,0.08469,-0.011392305,41,0.63415,0.66136,-0.000686496,44,0.43182,0.27585,0.061957683,0.3375,0.4517,0.003587042,-2.84807252,4.7782
641851,Kyle McGowin,281,0.14947,0.12809,0.008642647,140,0.66429,0.65602,0.002572712,40,0.25,0.2512,-0.000307711,0.33,0.3485,0.006049599,1.55177054,4.1779
641853,David McKay,14,0,0.09459,-0.01086926,6,0.66667,0.57696,0.002925961,3,0,0.20136,-0.008251141,0.3538,0.9,0.002854155,-2.881145154,4.8189
641871,Keynan Middleton,229,0.12227,0.10493,0.013549381,113,0.71681,0.64866,0.035572802,82,0.31707,0.30297,0.031091927,0.3385,0.3578,0.002940717,0.143447064,4.1579
641907,Patrick Murphy,207,0.08696,0.10273,-0.009076845,96,0.69792,0.69657,0.00301001,90,0.27778,0.31041,0.00455554,0.3474,0.3186,-0.004666609,-3.265096242,4.3764
641941,Emilio Pagan,574,0.10105,0.08105,0.021107292,271,0.7048,0.65078,0.03807038,135,0.26667,0.34454,-0.019243798,0.3364,0.2741,-0.012798436,-0.483875168,3.2205
641995,Roel Ramirez,30,0.06667,0.0954,-0.010630452,13,0.84615,0.67331,0.016988947,11,0.18182,0.2905,-0.018278213,0.3322,1.3125,0.01821957,-1.220626487,5.6252
642003,Cody Reed,257,0.09728,0.10082,0.000189425,106,0.59434,0.6624,-0.029107201,118,0.18644,0.2345,-0.004710937,0.3339,0.3282,-0.003209604,-2.187558874,3.9862
642083,Aaron Slegers,583,0.10463,0.10867,-0.003306908,289,0.72664,0.66224,0.034227328,204,0.44608,0.30302,0.112845187,0.3392,0.2326,-0.019384208,-0.233477409,3.2422
642092,Riley Smith,423,0.04728,0.09851,-0.03965876,242,0.53719,0.63587,-0.06406176,81,0.1358,0.27814,-0.055773826,0.3432,0.2757,-0.006781526,-1.28735116,4.4908
642098,Glenn Sparkman,90,0.12222,0.11885,1.43E-05,47,0.74468,0.58378,0.051028495,25,0.24,0.23839,0.005862202,0.3297,0.4185,0.003190347,3.606235977,4.3164
642100,Gabe Speier,122,0.09836,0.10116,-6.75E-05,52,0.55769,0.66693,-0.035463358,61,0.2459,0.22908,0.024087948,0.3235,0.4117,0.003915371,-0.981657142,4.2276
642121,Cole Sulser,519,0.13295,0.11463,0.013017989,232,0.75431,0.68493,0.043063162,165,0.31515,0.33245,0.011708575,0.3262,0.3579,-0.002500187,2.083998196,3.7711
642130,Blake Taylor,527,0.08539,0.09495,-0.00559726,273,0.65201,0.66194,0.005789789,229,0.20087,0.26049,-0.004131134,0.348,0.288,-0.01620444,-3.989878197,3.7352
642152,Lou Trivino,476,0.12185,0.08757,0.028848583,227,0.67841,0.6665,0.014124343,136,0.24265,0.24237,0.020811128,0.3307,0.3024,-0.003865652,-2.817733146,3.5544
642203,Taylor Widener,418,0.11244,0.1115,0.00728704,217,0.69585,0.66967,0.018815137,94,0.2766,0.39842,-0.033566137,0.3358,0.3822,0.008815808,3.035755534,4.368
642207,Devin Williams,543,0.22099,0.12868,0.070925838,218,0.62385,0.7343,-0.071330129,224,0.35714,0.35764,0.027941448,0.3217,0.1821,-0.007024294,2.542152706,1.4875
642231,Jimmy Yacabonis,57,0.03509,0.11165,-0.016395135,29,0.58621,0.64633,-0.007005114,17,0.11765,0.35788,-0.02649886,0.3386,0.3538,-0.003382554,2.457962325,4.1297
642232,Ryan Yarbrough,1190,0.11429,0.11039,0.00474043,584,0.64212,0.66223,-0.027576939,334,0.31138,0.31598,0.015221905,0.3336,0.3001,-0.010821567,1.132578618,3.1763
