pitcher,player_name,Pitches,Whiff,xWhiff,In_Whiff,IZ.Pitches,IZ.Swing,IZ.xSwing,IZ,OOZ.Pitches,OOZ.Swing,OOZ.xSwing,OOZ,xwOBA,wOBA,In_wOBA,Command,S_ERA
642233,Eric Yardley,584,0.07363,0.07554,-0.003840132,248,0.6371,0.64774,-0.012876883,269,0.3197,0.23747,0.083186414,0.3385,0.2676,-0.013130362,-4.337623305,3.7018
642397,Gregory Soto,480,0.09583,0.09682,-0.002741625,231,0.58009,0.66472,-0.061922606,225,0.2,0.26212,-0.03588079,0.3422,0.2936,-0.011166273,-3.042953905,3.527
642528,Jonathan Loaisiga,608,0.09868,0.10445,-0.006195667,304,0.64803,0.68408,-0.037310403,205,0.38049,0.32466,0.073305025,0.3394,0.4073,0.012456834,-0.952741774,4.7835
642545,Jaime Barria,616,0.09903,0.10924,-0.005996256,313,0.67412,0.64653,0.021578887,209,0.28708,0.28844,0.032390826,0.3431,0.316,-0.004217541,-0.500221522,4.1825
642546,Jonathan Hernandez,626,0.12939,0.1096,0.026105588,275,0.62909,0.64681,-0.010207991,159,0.32704,0.28728,0.050746135,0.3238,0.2916,-0.010708449,2.339561698,2.6527
642547,Freddy Peralta,733,0.15553,0.10964,0.038324067,315,0.69206,0.69184,-0.008501407,300,0.29333,0.29039,0.029304432,0.3284,0.312,0.004232098,-0.238935812,3.4437
642558,Ariel Jurado,168,0.09524,0.12364,-0.020017574,62,0.6129,0.65773,-0.02467498,52,0.42308,0.3456,0.02205236,0.3139,0.4714,0.009559738,6.287718438,4.4781
642578,Jose Rodriguez,39,0.05128,0.0935,-0.003276355,22,0.77273,0.63389,0.021530565,13,0,0.10468,-0.012593131,0.3518,0.3125,-0.002233228,-8.088107934,4.889
642584,Franklyn Kilome,275,0.10909,0.10265,-0.00207715,126,0.65079,0.60801,0.010360465,100,0.24,0.30166,-0.019772441,0.3347,0.4644,0.012835522,2.267749224,4.8095
642701,Dennis Santana,328,0.10366,0.10595,0.001284263,170,0.51765,0.6144,-0.050995207,87,0.33333,0.26654,0.058744982,0.3347,0.338,0.001215198,1.224400138,3.7455
642770,Javy Guerra,274,0.09124,0.10125,-0.006787591,139,0.66187,0.62963,0.019356426,64,0.40625,0.31176,0.064025664,0.3375,0.4289,0.010456013,1.075280946,4.8478
642840,Joe Harvey,54,0.14815,0.12872,0.008218041,30,0.7,0.68801,-0.001134333,14,0.28571,0.28078,0.005680749,0.341,0.2679,-0.002803122,-0.554297678,3.8373
643230,Steven Brault,913,0.09639,0.11571,-0.024457211,404,0.64604,0.68977,-0.031530334,323,0.22601,0.28991,-0.03744695,0.3269,0.2846,-0.015562351,0.590359683,3.6613
643256,Adam Cimber,253,0.09486,0.10431,-0.012754448,133,0.72932,0.66889,0.019376428,75,0.25333,0.26224,0.001522509,0.3437,0.3529,-0.004576401,-2.791949541,4.5228
643290,Justin Dunn,996,0.08032,0.10696,-0.016690487,476,0.64286,0.66464,0.004976834,220,0.21364,0.29336,-0.007422685,0.3345,0.3166,-0.013420578,-0.082131142,3.8296
643316,Paul Fry,476,0.12185,0.12141,0.000623259,213,0.58685,0.64136,-0.039248506,183,0.27869,0.28058,0.031240673,0.3336,0.3139,0.000556218,1.962263394,3.7578
643327,Zack Godley,640,0.09844,0.1061,-0.008208774,313,0.65176,0.62765,0.007079222,146,0.15753,0.22996,-0.029629834,0.3271,0.4452,0.018465776,0.682990412,5.3851
643338,Chad Green,733,0.15689,0.11213,0.034101537,394,0.73096,0.68891,0.023717392,179,0.34078,0.38048,0.001337813,0.3423,0.3433,0.010228819,0.741415025,4.005
643478,Joe Palumbo,59,0.13559,0.10761,0.01049209,29,0.48276,0.65038,-0.034181954,27,0.22222,0.22224,0.008653185,0.3437,0.4214,0.003936315,-2.878222989,4.1609
643511,Tyler Rogers,584,0.1113,0.07995,0.028296957,292,0.63014,0.65458,-0.015661526,237,0.21097,0.20596,0.025317395,0.348,0.3179,-0.002398645,-6.601699294,3.7839
643532,Sterling Sharp,111,0.04505,0.08283,-0.016950221,47,0.59574,0.64773,-0.025289764,57,0.21053,0.22248,0.004329812,0.3299,0.4483,0.002356467,-2.875800632,4.7607
643615,T.J. Zeuch,329,0.04863,0.09364,-0.026143265,147,0.63946,0.63228,0.006103287,78,0.38462,0.30894,0.051576571,0.3318,0.2383,-0.022860393,1.052525004,3.3764
643778,Tyler Webb,446,0.10762,0.10668,-0.002191052,248,0.72984,0.67608,0.043386222,146,0.26712,0.28898,0.012360753,0.3457,0.2726,-0.009375166,-2.401006446,4.1027
645261,Sandy Alcantara,1205,0.10041,0.10277,-0.002152294,642,0.69938,0.65879,0.033389828,362,0.28453,0.29188,0.029592815,0.3424,0.3206,-0.007113004,-1.401883748,4.0739
645307,Ricardo Sanchez,173,0.08671,0.10332,-0.00698881,68,0.69118,0.66537,0.013273378,81,0.30864,0.25455,0.054868472,0.3299,0.4154,0.001474111,-0.910415717,4.4871
647336,Mike Soroka,199,0.10553,0.11202,-0.007370701,90,0.7,0.6493,0.014000816,62,0.24194,0.34126,-0.021435416,0.334,0.2781,-0.012424668,2.543104229,3.5222
650382,Darwinzon Hernandez,265,0.10566,0.09578,0.000924211,135,0.59259,0.66858,-0.051925303,117,0.23932,0.26197,-0.015162181,0.3456,0.3016,-0.006081326,-3.812215904,3.8233
650530,Bryan Garcia,398,0.07789,0.09403,-0.011719703,186,0.73656,0.65123,0.060547533,126,0.31746,0.27954,0.055648162,0.3296,0.2723,-0.01554097,-0.304925396,3.8617
650556,Bryan Abreu,76,0.05263,0.09417,-0.015302834,29,0.51724,0.61099,-0.009930878,34,0,0.13087,-0.022118639,0.327,0.3605,-0.00569425,-2.56442235,4.3608
650633,Michael King,648,0.09414,0.11568,-0.020317736,324,0.62963,0.6742,-0.051632228,197,0.34518,0.31362,0.036109732,0.3331,0.3644,0.007533059,1.067889087,4.6291
650644,Aaron Civale,1568,0.09439,0.12148,-0.030392999,760,0.61184,0.66914,-0.056843146,450,0.26,0.33376,-0.040351274,0.3351,0.3718,0.013238329,2.103821865,5.1444
650668,Humberto Mejia,205,0.10244,0.12123,-0.009368055,95,0.68421,0.70113,-0.023010846,70,0.3,0.29995,0.015662331,0.3336,0.4347,0.008624584,-0.122249719,4.7139
650671,Jose Quijada,143,0.13986,0.10417,0.023309087,71,0.73239,0.69446,0.014624233,53,0.20755,0.27283,-0.010950594,0.3369,0.3969,0.004807464,-2.614410511,4.1847
650893,Genesis Cabrera,572,0.12587,0.09627,0.018844838,264,0.64015,0.69251,-0.037914007,266,0.17669,0.22713,-0.016846232,0.3434,0.3102,-0.008072499,-5.543898503,3.5182
650895,Diego Castillo,631,0.1458,0.11036,0.033135257,296,0.61486,0.61376,-0.006371428,143,0.21678,0.24732,-0.012408225,0.3258,0.2688,-0.014729331,2.380742001,2.3478
656004,Carlos Sanabria,49,0.08163,0.08949,-0.000760004,25,0.52,0.52798,-0.006150736,16,0.125,0.284,-0.016157073,0.3107,0.5208,0.004032176,7.686476493,3.7537
656061,Albert Abreu,45,0.08889,0.11013,-0.007283352,22,0.59091,0.62059,-0.002448969,13,0.23077,0.19745,0.013691572,0.3124,0.7333,0.010279904,2.551800926,4.6589
656186,Dan Altavilla,515,0.11068,0.1218,0.000332239,263,0.673,0.65309,0.019696085,121,0.19835,0.28243,-0.014993499,0.3375,0.3456,-0.001940142,0.955059052,4.083
656222,Jalen Beeks,281,0.1637,0.11986,0.027362384,144,0.6875,0.69337,-0.016438663,91,0.27473,0.32998,-0.016576196,0.3345,0.2713,0.000189574,0.865186433,3.384
656232,Brandon Bielak,703,0.10526,0.10397,0.000776756,313,0.64856,0.65956,0.001277195,217,0.29954,0.31965,0.02030828,0.3275,0.4327,0.016352364,1.702281383,4.8943
656240,Scott Blewett,89,0.1236,0.10121,0.003789938,37,0.7027,0.59328,0.031554055,21,0.14286,0.25812,-0.013870135,0.3208,0.4739,0.00852756,3.550952773,4.4424
656257,Jeff Brigham,22,0,0.11064,-0.01692707,12,0.58333,0.71001,-0.014260081,8,0.375,0.33476,0.006280026,0.3506,0.43,0.000609186,-2.916092138,4.7256
656288,Griffin Canning,1167,0.12511,0.12386,0.005993864,529,0.66919,0.6576,0.014947089,324,0.25309,0.29884,0.002681042,0.3306,0.3125,-0.001689347,2.44595333,3.8012
656302,Dylan Cease,1390,0.09353,0.11159,-0.016489011,619,0.65105,0.66937,-0.018099525,420,0.21667,0.25387,-0.009771863,0.3279,0.3552,-0.004459362,-0.089842029,4.1989
656322,Sam Coonrod,465,0.11398,0.09226,0.023119779,228,0.60965,0.67762,-0.042192149,163,0.2454,0.28602,0.005930719,0.3386,0.3858,0.007511792,-2.766302153,4.0175
656353,Tucker Davidson,106,0.03774,0.07782,-0.02454713,44,0.59091,0.62021,-0.018209705,52,0.19231,0.19524,-0.006725509,0.3338,0.5769,0.008817351,-3.484710883,5.3967
656354,Austin Davis,152,0.14474,0.10878,0.011625416,80,0.6125,0.66939,-0.027585991,59,0.37288,0.26943,0.040574233,0.3436,0.372,0.000772482,-2.194323976,3.9076
656382,Tommy Doyle,152,0.11842,0.09404,0.011216261,48,0.54167,0.58968,-0.017514203,72,0.16667,0.24239,-0.023786583,0.3272,0.5647,0.009533027,1.667828938,4.2148
656420,J.P. Feyereisen,212,0.14151,0.11911,0.009731878,87,0.73563,0.64912,0.04454193,79,0.31646,0.30806,0.017952513,0.3181,0.2547,-0.011931139,4.531348648,3.1249
656420,Jonathon Feyereisen,19,0.21053,0.10471,0.009731878,8,0.875,0.7428,0.04454193,5,0.2,0.24286,0.017952513,0.2996,0.5,-0.011931139,-0.084454414,3.4981
656427,Jack Flaherty,1016,0.1378,0.11845,0.011676828,480,0.6625,0.66919,-0.011528067,255,0.20392,0.30039,-0.04242508,0.3355,0.3047,-0.005511457,0.781592673,3.4886
656464,Kevin Ginkel,447,0.1387,0.11972,0.022808708,192,0.64583,0.65676,-0.011296692,142,0.21127,0.26392,-0.01214215,0.3221,0.4206,0.011944028,2.336670479,4.0504
656492,Foster Griffin,23,0.17391,0.11884,0.006529068,9,0.88889,0.71662,0.013973025,14,0.35714,0.23806,0.01621851,0.3255,0.15,-0.002763907,-1.666309563,4.0423
656546,Jeff Hoffman,565,0.08496,0.10712,-0.015366563,283,0.66784,0.68292,-0.010387894,138,0.26812,0.27939,0.009856592,0.3294,0.4318,0.01543622,-0.540284291,5.3428
656547,Jonathan Holder,538,0.10409,0.11495,-0.009936584,268,0.73881,0.69164,0.027010982,184,0.27717,0.30325,0.000540683,0.3293,0.3599,-0.001144302,0.4843697,4.4279
656548,Jordan Holloway,16,0,0.09765,-0.010641149,8,0.625,0.67419,-0.00592964,6,0,0.27566,-0.016270056,0.3371,0.625,0.001935079,-2.231118804,4.6683
656557,Tanner Houck,372,0.11828,0.10713,0.007533412,161,0.7205,0.68146,0.014582074,129,0.24031,0.28717,-0.004644864,0.3281,0.2303,-0.016113089,-0.050148404,3.168
656605,Mitch Keller,495,0.07071,0.11263,-0.025264955,224,0.69196,0.6691,0.020473451,137,0.17518,0.2618,-0.033252232,0.3262,0.2675,-0.027236991,0.501187479,3.3224
656685,Brett Martin,276,0.07971,0.10519,-0.008007047,132,0.7803,0.62405,0.093277201,119,0.2521,0.24141,0.030987286,0.3368,0.2925,-0.011314661,-0.330283074,4.2217
656725,Alex McRae,33,0.09091,0.11144,-0.006217711,18,0.72222,0.64406,0.008498357,9,0.33333,0.49343,-0.012484502,0.3526,0.09,-0.006086637,4.51572949,3.6499
656756,Jordan Montgomery,1079,0.1279,0.11353,0.009110252,493,0.63083,0.65309,-0.03015378,420,0.26429,0.27943,-0.005126963,0.3289,0.3586,0.011938144,1.415707992,4.3285
656793,Nick Nelson,616,0.12825,0.11608,0.003860558,279,0.69176,0.67776,0.00983695,233,0.39485,0.34565,0.06963004,0.3223,0.345,-0.000781447,3.499233967,3.7199
656794,Sean Newcomb,300,0.07,0.09217,-0.020192992,136,0.66912,0.65586,-0.003968804,143,0.16783,0.20552,-0.019400693,0.3349,0.425,0.005890812,-3.666371887,5.2399
656803,James Norwood,32,0.03125,0.07984,-0.011201221,16,0.75,0.5984,0.023400579,4,0.25,0.21392,0.003200216,0.3125,0.5167,0.002363332,1.366556845,4.5587
656849,David Peterson,1074,0.0987,0.10399,-0.00681426,485,0.65155,0.64062,-0.012254122,429,0.20513,0.25188,-0.023104541,0.3356,0.2901,-0.022085625,-0.678798786,3.0856
656876,Drew Rasmussen,475,0.12211,0.1092,0.007780919,222,0.63063,0.67824,-0.037243728,148,0.28378,0.31385,0.003402097,0.3328,0.4221,0.024085554,0.374386727,5.0729
656887,Sean Reid-Foley,191,0.10995,0.10376,0.005504991,63,0.65079,0.6352,0.000909883,78,0.37179,0.2629,0.051385177,0.3201,0.2405,-0.012970747,2.163340082,3.0783
656913,Seth Romero,66,0.18182,0.09235,0.027106307,30,0.73333,0.6789,0.004992742,26,0.11538,0.1497,0.002832054,0.3224,0.4778,0.007077296,-4.488207165,4.3074
656945,Tanner Scott,421,0.12589,0.10599,0.01834215,207,0.62319,0.65158,-0.017647362,184,0.21739,0.29235,-0.027657502,0.3464,0.2873,-0.010701614,-1.379156512,3.1706
656954,Justus Sheffield,1076,0.07249,0.11415,-0.029823393,547,0.61243,0.66093,-0.025430532,427,0.22014,0.28658,-0.016805925,0.341,0.2979,-0.013976581,-0.454069008,3.9715
656970,Devin Smeltzer,279,0.10036,0.11938,-0.020161411,140,0.66429,0.64327,-0.003572902,105,0.15238,0.30235,-0.078489787,0.3414,0.3533,0.002480119,1.196368195,4.7175
656977,Chad Sobotka,81,0.04938,0.09501,-0.020253633,39,0.64103,0.65048,-0.010442806,27,0.18519,0.27501,-0.019617776,0.3443,0.3925,-0.000585964,-2.496202581,4.7493
657024,Erik Swanson,167,0.10778,0.1031,0.003873237,89,0.61798,0.69289,-0.028744881,51,0.31373,0.28911,0.019216469,0.345,0.4175,0.007171951,-3.350644822,4.5523
657031,Josh Taylor,205,0.13659,0.11349,0.013321353,99,0.71717,0.65598,0.015966566,92,0.22826,0.27694,-0.026141823,0.341,0.3602,0.000765277,-0.580276199,4.0483
657044,Ryan Thompson,687,0.10335,0.08565,0.014669477,365,0.58904,0.64099,-0.050142274,197,0.28934,0.24821,0.042518479,0.3432,0.3094,-0.006151609,-3.530590513,3.4308
657053,Touki Toussaint,491,0.12424,0.12087,0.00442706,215,0.6,0.66651,-0.054485648,172,0.23837,0.27698,-0.001122157,0.324,0.4182,0.01418618,2.114086634,4.3655
657097,Jacob Webb,297,0.12795,0.11175,0.010221873,143,0.68531,0.68132,-0.004180707,90,0.35556,0.36116,0.020600547,0.3377,0.2872,-0.00797763,1.148138824,3.3325
657140,Kyle Wright,903,0.09413,0.1048,-0.011575055,414,0.6256,0.61735,-0.003459039,332,0.27108,0.27695,0.011539769,0.3304,0.3165,-0.012403087,1.940295906,3.5384
657141,Jordan Yamamoto,276,0.07971,0.09963,-0.017340517,125,0.704,0.66945,-0.002384815,67,0.07463,0.21931,-0.059814305,0.3261,0.6081,0.030675223,-1.903206331,6.4639
657240,Julian Merryweather,324,0.11728,0.10229,0.010333346,160,0.6375,0.65225,-0.017358278,118,0.33051,0.29311,0.03329119,0.3377,0.2543,-0.008408846,-0.422081291,3.3464
657277,Logan Webb,1318,0.08422,0.10634,-0.013820114,634,0.61514,0.68014,-0.04730163,377,0.20424,0.284,-0.019227365,0.3303,0.3754,0.003111992,-0.480794635,4.4375
657376,Clarke Schmidt,208,0.07212,0.11037,-0.024094936,109,0.6055,0.63913,-0.019217599,58,0.15517,0.28176,-0.028634121,0.3364,0.3583,-0.003036745,0.717994962,4.4014
657571,Caleb Ferguson,372,0.13441,0.08963,0.0359597,208,0.74038,0.68982,0.041448416,154,0.33766,0.30558,0.053007949,0.3512,0.3415,0.010773383,-4.816436809,4.4889
657611,Cam Hill,416,0.11298,0.10369,0.004532606,221,0.62443,0.64091,-0.017189176,112,0.17857,0.2538,-0.03334776,0.3361,0.3541,0.001035061,-0.734490292,4.1007
657612,Tim Hill,504,0.10317,0.08876,0.018107656,235,0.58723,0.7148,-0.075978664,199,0.27638,0.30728,0.019163307,0.3386,0.3174,-0.001019862,-4.083827581,3.5615
657624,Josh James,441,0.09297,0.1084,-0.007767543,192,0.57292,0.66346,-0.045888522,138,0.25362,0.32759,-0.00622008,0.3255,0.4037,0.010026106,2.449326275,4.4413
658305,Edgar Garcia,114,0.04386,0.10194,-0.024576676,49,0.63265,0.67037,-0.013153081,32,0.21875,0.17852,0.013603467,0.3253,0.5,0.003827776,-2.84166667,5.0747
658431,Adonis Medina,120,0.1,0.11381,-0.006438389,51,0.70588,0.71325,-0.009400788,27,0.2963,0.38675,-0.005299726,0.3193,0.2967,-0.005237008,3.40012065,3.6852
658551,Junior Fernandez,101,0.05941,0.09776,-0.011483282,49,0.61224,0.62617,-0.003174558,37,0.18919,0.28503,-0.013314112,0.3404,0.6615,0.014994317,-0.303296265,5.273
659275,Dinelson Lamet,1299,0.13934,0.10993,0.028349064,667,0.62969,0.62529,0.013172124,284,0.21127,0.26013,-0.002988201,0.3343,0.2429,-0.017377386,0.957445922,2.5255
660271,Shohei Ohtani,80,0.05,0.11749,-0.01964391,31,0.48387,0.68088,-0.044988485,26,0.19231,0.37218,-0.028152033,0.3236,0.5187,0.002614844,4.083895419,4.1972
660422,Jorge Guzman,19,0,0.07999,-0.009997432,10,0.5,0.57835,-0.007778082,6,0.16667,0.2471,-0.006283922,0.3071,0.7714,0.00493186,4.057126445,4.2918
660431,Hector Perez,33,0.12121,0.11121,0.004605945,13,0.61538,0.57463,0.007067719,10,0,0.17785,-0.00951387,0.3307,0.59,0.004446469,1.388986384,4.2293
660600,Enoli Paredes,557,0.13285,0.09868,0.030144268,306,0.65359,0.65556,0.01513382,167,0.23952,0.27002,0.01295119,0.3418,0.2685,-0.014207194,-2.179830389,2.9095
660623,Huascar Ynoa,569,0.11072,0.12406,-0.006978672,263,0.6654,0.63995,0.01421347,177,0.29944,0.31353,0.013567432,0.3333,0.3397,-0.007309318,3.28420889,3.7045
660761,Jose Suarez,88,0.13636,0.12346,0.008266317,31,0.74194,0.62921,0.027180495,40,0.125,0.28616,-0.04749629,0.3216,0.6522,0.012137625,4.621322166,4.4633
660813,Brusdar Graterol,468,0.06624,0.09318,-0.01446583,264,0.67424,0.66439,0.005215938,146,0.28767,0.25783,0.035400889,0.3439,0.2368,-0.024965004,-3.725769517,3.3869
660896,Jorge Alcala,504,0.125,0.10465,0.011584599,229,0.68122,0.64237,0.014132438,157,0.26752,0.26802,0.015430757,0.3352,0.2869,-0.004973638,-0.157634766,3.6819
661255,Yoan Lopez,388,0.12887,0.11716,0.009997691,196,0.67857,0.63844,0.033395105,106,0.22642,0.28954,-0.004613784,0.33,0.3726,0.004922786,2.520585854,4.1821
661440,Mauricio Llovera,43,0,0.08905,-0.023122602,22,0.63636,0.61557,-0.007929747,11,0.18182,0.13002,0.001468791,0.3254,0.66,0.005667268,-3.002997622,5.1983
663366,Beau Burrows,110,0.08182,0.09442,-0.005127976,49,0.77551,0.63838,0.03406281,45,0.24444,0.27154,0.005472371,0.3362,0.4083,0.00276496,-0.917062425,4.6827
663399,Brandon Waddell,49,0.06122,0.10687,-0.011142315,19,0.63158,0.48608,0.023362439,20,0.1,0.25522,-0.022125911,0.3357,0.2786,-0.003893316,6.50184672,3.8183
663423,Trent Thornton,131,0.0916,0.10852,-0.00574745,62,0.74194,0.68712,0.015811815,44,0.27273,0.33907,-0.008900193,0.3432,0.5045,0.011560459,-0.863976774,5.0959
663432,Tanner Rainey,339,0.22419,0.1161,0.073540659,156,0.67949,0.68866,-0.01504454,79,0.37975,0.32358,0.039243878,0.3227,0.2265,-0.003551666,2.300166315,1.9438
663460,Kris Bubic,1146,0.10035,0.1009,-0.009710575,568,0.68838,0.7057,-0.019512281,467,0.20771,0.25314,-0.036848463,0.3424,0.3525,0.000633827,-4.799293055,4.7267
663465,Kolby Allard,950,0.08632,0.09884,-0.00570521,491,0.6558,0.69611,-0.024517875,403,0.18362,0.31088,-0.059479719,0.3495,0.2977,-0.014035556,-3.881053864,3.7362
663474,Triston McKenzie,870,0.11954,0.12215,-0.004095707,401,0.65835,0.67724,-0.023105586,257,0.26459,0.32398,-0.023302335,0.3319,0.2746,-0.0034071,1.985044376,3.7891
663531,Logan Allen,238,0.07983,0.11863,-0.03436882,113,0.54867,0.65878,-0.060468445,99,0.14141,0.26437,-0.071371731,0.3303,0.3653,-0.002249975,0.95229865,4.4762
663554,Casey Mize,698,0.10315,0.10354,-0.00314042,324,0.69753,0.6484,0.031199525,175,0.30286,0.29706,0.015200951,0.3276,0.381,0.002773719,1.469769604,4.4185
663556,Shane McClanahan,126,0.07937,0.10575,-0.004625463,63,0.71429,0.71936,-0.001652526,48,0.25,0.31228,-0.007428141,0.348,0.5155,0.008098654,-4.043651234,5.0348
663734,Nick Neidert,172,0.04651,0.10186,-0.032332038,90,0.78889,0.73224,0.018646132,46,0.30435,0.3293,0.000903626,0.3479,0.4185,0.002737561,-4.430826481,5.5123
663765,Jake Woodford,479,0.07307,0.10809,-0.028001922,229,0.65502,0.64499,0.004045692,137,0.35766,0.32709,0.048036049,0.3384,0.3588,0.00635397,1.316807866,5.0201
663770,Demarcus Evans,100,0.15,0.11582,0.021066742,47,0.6383,0.69659,-0.019057945,42,0.47619,0.25733,0.085833142,0.3351,0.3,0.000464708,-1.887917713,3.6495
663776,Patrick Sandoval,714,0.12185,0.11223,0.011062289,351,0.67521,0.6461,0.024309733,275,0.25455,0.29143,0.005702638,0.3366,0.3668,0.006320503,0.830830275,4.3109
663878,Nate Pearson,404,0.15594,0.10988,0.028721845,198,0.67677,0.65684,-0.000917677,124,0.20161,0.25289,-0.005727403,0.3313,0.2874,-0.006237514,-0.216509736,3.1573
663903,Brady Singer,1379,0.0892,0.11828,-0.030148174,666,0.55556,0.66649,-0.102221234,375,0.26667,0.30902,-0.017584607,0.3354,0.2882,-0.01224866,1.158768043,3.5163
663978,Chris Paddack,1231,0.11129,0.11814,-0.001170764,646,0.68111,0.6878,-0.000917971,356,0.29213,0.34253,0.00236759,0.3364,0.3812,0.018950565,1.055259596,5.1424
663992,Richard Lovelady,13,0,0.06867,-0.004047418,4,0.75,0.61242,0.005569065,9,0.11111,0.14425,0.000585939,0.3275,0.6667,0.001934081,-4.52891572,4.749
664042,Travis Lakins Sr.,571,0.08406,0.09686,-0.010075636,280,0.68214,0.64139,0.027756085,118,0.26271,0.33215,-0.014050775,0.3395,0.3204,-0.007730973,0.48397029,4.0825
664045,Thomas Eshelman,638,0.07053,0.12051,-0.041157245,324,0.65432,0.64279,0.003146282,163,0.19018,0.27747,-0.039275916,0.3435,0.365,-0.003142321,0.262818468,4.9624
664054,Cody Stashak,315,0.13651,0.12205,0.01072887,155,0.69677,0.64272,0.027773705,91,0.2967,0.28881,0.014898096,0.331,0.2837,-0.00240118,2.588284838,3.7
664062,Tony Gonsolin,1058,0.138,0.11331,0.021901376,509,0.68369,0.68823,0.005670576,223,0.29596,0.31896,0.015509813,0.3262,0.2667,-0.012497407,1.419844011,2.8488
664069,Ben Braymer,215,0.06047,0.10849,-0.029772189,85,0.64706,0.67519,-0.012809723,98,0.22449,0.25015,-0.006181021,0.3256,0.2912,-0.00831333,-0.389069425,4.3409
664074,Cody Ponce,342,0.05848,0.10581,-0.035541953,170,0.62941,0.65372,-0.012071846,101,0.19802,0.29503,-0.02873976,0.3465,0.3358,-0.004730199,-1.424433617,4.7847
664076,Garrett Cleavinger,10,0.4,0.10408,0.019861228,7,0.85714,0.63246,0.009025243,3,0.66667,0.23491,0.014999801,0.3484,0.725,0.004766559,-2.709912602,4.2124
664092,Sean Poppen,153,0.13072,0.10129,0.010808533,64,0.67188,0.68092,-0.008980249,45,0.17778,0.23393,-0.006656887,0.3255,0.3414,0.001363392,-1.740990771,4.0744
664126,Pete Fairbanks,820,0.17439,0.12136,0.048677574,390,0.70513,0.65346,0.030582609,264,0.25379,0.25604,0.016536889,0.3369,0.3041,0.000452085,0.20114955,3.1895
664129,Geoff Hartlieb,495,0.09293,0.10304,-0.011660467,222,0.62162,0.66116,-0.025782382,158,0.27215,0.3145,-0.001908922,0.3302,0.3036,-0.012895251,0.997003611,3.4779
664139,Ian Gibaut,241,0.09959,0.10188,0.002051647,121,0.68595,0.64684,0.030205948,87,0.16092,0.22554,-0.007823858,0.3401,0.3415,-0.001395352,-2.590653604,4.4119
664141,JT Brubaker,1224,0.10784,0.12087,-0.012034304,552,0.6087,0.63265,-0.004174015,373,0.32172,0.30592,0.042494349,0.3316,0.3425,0.003810401,3.353275515,4.3042
664157,Travis Bergen,283,0.0742,0.0908,-0.014733927,115,0.56522,0.67587,-0.050069157,165,0.14545,0.23066,-0.025441168,0.3448,0.3455,-0.002811875,-5.386324433,4.5155
664180,Matt Hall,210,0.05714,0.09858,-0.023784387,104,0.67308,0.65732,0.007541158,97,0.1134,0.21958,-0.034156508,0.3387,0.4926,0.011383134,-3.313753717,5.6801
664192,Joey Lucchesi,124,0.1371,0.10959,0.014345828,64,0.54688,0.62602,-0.027830275,49,0.32653,0.29476,0.027704288,0.336,0.4531,0.007600229,1.677792051,3.9242
664199,Taylor Clarke,919,0.08814,0.11359,-0.01980283,418,0.64833,0.64222,0.004027671,256,0.18359,0.30119,-0.065252938,0.3282,0.3222,-0.005652377,2.655561702,4.1666
664208,Phil Maton,559,0.14311,0.0954,0.031651208,286,0.66434,0.66589,-0.006007144,163,0.28834,0.31351,0.001567168,0.3402,0.2811,-0.003797991,-1.388626843,3.2847
664285,Framber Valdez,1787,0.10744,0.10801,-0.000160842,912,0.59539,0.65599,-0.040447236,727,0.25309,0.28079,0.017789104,0.3411,0.2782,-0.014813664,-0.959083178,3.1614
664299,Cristian Javier,1398,0.09514,0.10614,-0.005243515,672,0.65625,0.68162,-0.009193338,521,0.21689,0.30898,-0.022695047,0.3383,0.2825,-0.012473702,-1.00160663,3.6285
664337,Miguel Yajure,227,0.0837,0.11263,-0.025832271,110,0.67273,0.61297,0.028468679,65,0.16923,0.29481,-0.041425428,0.3243,0.248,-0.01177827,4.25367444,3.9476
664350,Sixto Sanchez,987,0.13576,0.10904,0.024273245,495,0.70707,0.67473,0.0158352,350,0.37429,0.32179,0.075710861,0.3372,0.2896,-0.013235769,0.101946283,2.8555
664353,Jose Urquidy,932,0.09657,0.12062,-0.018985798,531,0.73258,0.70813,0.024344131,246,0.30894,0.3688,-0.000353463,0.3475,0.307,-0.009326245,-0.486485652,4.245
664682,Ryan Meisinger,84,0.05952,0.10175,-0.023092997,33,0.63636,0.6191,0.00957607,20,0.25,0.24651,-0.001438041,0.3277,0.3222,-0.004614159,1.087142067,4.3941
664714,Ljay Newsome,414,0.09179,0.12403,-0.013933718,222,0.61712,0.67302,-0.035739458,140,0.28571,0.35412,-0.022553941,0.3402,0.3471,-0.000897232,2.007964771,4.0832
664854,Ryan Helsley,309,0.14887,0.0792,0.044730643,151,0.6755,0.66336,0.008027219,103,0.19417,0.28272,-0.029819819,0.3382,0.3377,-0.00260909,-3.314492037,3.3147
664856,Chance Adams,249,0.05622,0.1303,-0.044905397,115,0.66087,0.66945,0.004976975,79,0.25316,0.3485,-0.022703922,0.3319,0.3719,0.002462348,3.773742565,5.0714
664918,Kyle Keller,41,0.02439,0.0885,-0.012906787,19,0.52632,0.59921,-0.00986286,14,0.21429,0.20959,0.002905901,0.3303,0.3846,-0.000653835,-0.67586107,4.4091
664948,Anthony Misiewicz,386,0.14249,0.09445,0.042403457,184,0.6413,0.67066,-0.001733368,190,0.25789,0.25198,0.042682055,0.3424,0.3114,0.002763555,-3.845289002,3.5835
