pitcher,Pitches,Whiff,xWhiff,In_Whiff,IZ.Pitches,IZ.Swing,IZ.xSwing,IZ,OOZ.Pitches,OOZ.Swing,OOZ.xSwing,OOZ,xwOBA,wOBA,In_wOBA,Command,Season,S_ERA,player_name
572309,201,0.11443,0.09834,0.005806652,93,0.69892,0.64191,0.011583375,77,0.33333,0.25796,0.020811712,0.3363,0.342,3.88E-04,-2.747671754,2015,3.999,Kendry Flores
572362,219,0.08219,0.10373,-0.01590578,109,0.66055,0.64527,-9.50E-04,77,0.31818,0.2982,-0.002577711,0.3397,0.2923,-0.002417815,0.231293493,2015,4.101,Robbie Erlin
572362,204,0.10294,0.1054,-0.008415491,103,0.59223,0.64195,-0.026778455,73,0.27723,0.28425,-0.01201479,0.3377,0.3155,-1.88E-04,-0.431470239,2016,4.178,Robbie Erlin
572362,1565,0.09393,0.10488,-0.016055685,808,0.66337,0.64797,0.002811412,544,0.30911,0.31245,0.005747408,0.3427,0.3124,0.001627303,-0.528166965,2018,4.524,Robbie Erlin
572362,959,0.10219,0.10461,-0.005674695,449,0.70824,0.64946,0.031365097,376,0.27647,0.2881,0.001841921,0.3341,0.348,0.00385865,-0.018017244,2019,4.829,Robbie Erlin
572403,408,0.06373,0.0879,-0.012143365,203,0.57635,0.62862,-0.021451884,112,0.22439,0.24355,-0.010474335,0.3353,0.2832,-0.007010534,-1.631530065,2015,3.719,Drew VerHagen
572403,346,0.0578,0.10282,-0.032494912,175,0.58857,0.65212,-0.038139625,88,0.22807,0.2584,-0.018599225,0.3334,0.4107,0.004442975,-1.20123988,2016,4.938,Drew VerHagen
572403,488,0.10041,0.10018,-0.004911012,248,0.6371,0.63544,-0.012478313,133,0.25417,0.27159,-0.008271236,0.3394,0.3989,0.007847533,-0.095443843,2017,4.628,Drew VerHagen
572403,912,0.12281,0.10878,0.010079835,439,0.63554,0.64612,-0.02267028,257,0.27907,0.28119,0.006622388,0.3342,0.2972,-0.005612512,0.109926612,2018,3.283,Drew VerHagen
572403,945,0.09418,0.10967,-0.015655261,495,0.61212,0.63576,-0.024996244,225,0.26,0.30402,-0.018363006,0.3429,0.3878,0.008704823,-0.200616143,2019,5.016,Drew VerHagen
572703,213,0.09859,0.10009,0.001496736,100,0.72,0.64086,0.022742988,73,0.26549,0.27531,0.00756275,0.3331,0.3519,5.92E-04,-0.251989452,2018,4.144,Luke Bard
572703,794,0.12469,0.11718,0.006561194,380,0.65263,0.66024,-0.008659112,210,0.27778,0.2945,0.003627531,0.3325,0.299,-0.008072261,1.448518011,2019,3.532,Luke Bard
572728,445,0.10337,0.09366,0.005539662,225,0.70222,0.66103,0.016355319,148,0.35909,0.28678,0.045310839,0.3413,0.3733,0.005044326,-1.063230479,2017,4.447,Michael Brady
572750,1335,0.06891,0.09663,-0.02813326,618,0.67314,0.63244,0.021240932,483,0.24407,0.26683,-0.027132139,0.3353,0.4157,0.013344147,-0.409069396,2015,5.405,Eddie Butler
572750,1079,0.076,0.10462,-0.025523883,509,0.64637,0.6203,0.017209694,345,0.29123,0.28703,0.008516052,0.3336,0.406,0.016107008,1.834898147,2016,5.489,Eddie Butler
572750,812,0.07266,0.10033,-0.025551053,400,0.705,0.65371,0.028219411,238,0.25,0.26794,-0.005340713,0.3373,0.3304,-0.008919148,-1.051906198,2017,4.48,Eddie Butler
572750,841,0.0654,0.09095,-0.022003016,399,0.69925,0.65461,0.02876085,268,0.29412,0.27228,0.030753084,0.3335,0.3866,0.004132035,-0.161591993,2018,4.883,Eddie Butler
572788,761,0.07227,0.10955,-0.033019364,335,0.63284,0.65327,-0.02089199,273,0.26056,0.28237,-0.0203033,0.3268,0.3733,0.005237707,1.318946206,2015,4.676,Tyler Cravy
572788,451,0.11308,0.09791,0.008884522,201,0.61692,0.62948,-0.012485512,152,0.26,0.26578,-0.000387589,0.3305,0.2819,-0.00800817,0.224789173,2016,3.334,Tyler Cravy
572831,166,0.09036,0.09949,-0.003234687,75,0.6,0.58603,0.007837232,63,0.23077,0.29058,-0.021791038,0.3396,0.3178,-0.001462075,2.529619472,2016,3.933,Josh Edgin
572831,613,0.09625,0.11411,-0.016539711,291,0.64261,0.60008,0.019023711,252,0.28571,0.27763,0.007119255,0.3357,0.3527,-0.003140884,2.466173002,2017,4.226,Josh Edgin
572888,1336,0.07186,0.10329,-0.024704295,655,0.64122,0.6405,7.14E-04,427,0.31424,0.29602,0.004059789,0.3355,0.3879,0.011243787,-0.365136984,2015,5.072,Shane Greene
572888,972,0.1286,0.10223,0.024776276,469,0.63753,0.62375,0.008802053,275,0.32604,0.27377,0.033395573,0.3327,0.3016,-0.00481205,-0.1289012,2016,3.291,Shane Greene
572888,1077,0.08635,0.09215,-0.004600281,566,0.60424,0.66902,-0.055037911,274,0.21331,0.26505,-0.031192083,0.3431,0.2925,-0.010480717,-3.511901545,2017,3.681,Shane Greene
572888,1071,0.0831,0.08964,-0.006476317,558,0.6129,0.65362,-0.042432756,300,0.27875,0.28375,0.00996542,0.3421,0.3491,0.006118797,-1.889310866,2018,4.41,Shane Greene
572888,948,0.11498,0.08877,0.01877384,475,0.64,0.66565,-0.029973823,236,0.27273,0.27767,0.006849422,0.341,0.2782,-0.010805536,-2.317406849,2019,3.267,Shane Greene
572955,815,0.10307,0.09093,0.007549794,375,0.688,0.67623,-0.002344118,283,0.25909,0.26032,0.009616608,0.3352,0.3223,-0.003256481,-2.806879759,2018,3.853,Pierce Johnson
572971,3486,0.10327,0.09647,0.011874111,1414,0.61174,0.61107,0.004367225,1196,0.32481,0.26203,0.050294532,0.3248,0.2652,-0.014380191,2.777530677,2015,2.544,Dallas Keuchel
572971,2651,0.09581,0.09835,-9.37E-04,1196,0.60535,0.60858,-0.001301575,1004,0.29966,0.2722,0.023162015,0.3321,0.3291,0.004034223,1.696990065,2016,4.166,Dallas Keuchel
572971,2090,0.10813,0.09647,0.0063425,847,0.66588,0.58409,0.05335275,630,0.30491,0.25895,0.050474749,0.3243,0.2911,-0.012256656,3.971156193,2017,3.271,Dallas Keuchel
572971,3302,0.08359,0.0985,-0.016273026,1473,0.65377,0.61758,0.019995173,1043,0.28923,0.27545,0.019715835,0.3314,0.3197,-0.004039733,1.8452694,2018,4.101,Dallas Keuchel
572971,1777,0.08891,0.09383,-0.010291026,702,0.6453,0.63513,-0.002591342,648,0.31814,0.27971,0.031379812,0.3286,0.3423,-0.002466754,0.814750112,2019,4.324,Dallas Keuchel
572990,361,0.09141,0.09828,-0.002225022,154,0.56494,0.63241,-0.03071589,162,0.24155,0.27215,-0.020587767,0.3292,0.4267,0.006150616,1.114701206,2016,4.247,Pat Light
572998,248,0.10081,0.10992,-0.004356537,112,0.66071,0.63216,0.00642077,91,0.29412,0.28566,0.014061501,0.3332,0.3811,0.001866745,0.522180532,2018,4.176,Josh Lucas
572998,273,0.09158,0.10847,-0.015470637,119,0.67227,0.64915,-0.001216308,91,0.27273,0.27535,0.005252096,0.3302,0.3087,-0.002472718,0.184882259,2019,4.469,Josh Lucas
573046,554,0.15704,0.10096,0.041264616,285,0.65965,0.64715,0.007778667,193,0.32342,0.26597,0.032591458,0.3329,0.3073,0.003002129,-0.934028659,2015,3.135,Mike Morin
573046,848,0.12382,0.11588,0.005583169,433,0.65127,0.65523,-0.007830789,246,0.2988,0.32709,-0.020173769,0.3379,0.2978,-0.004195058,1.022185924,2016,3.626,Mike Morin
573046,344,0.13372,0.11359,0.01207164,173,0.69364,0.63739,0.026680527,103,0.34503,0.33906,0.006711015,0.3374,0.3842,0.005969616,1.745704447,2017,4.209,Mike Morin
573046,717,0.11297,0.10833,9.25E-06,351,0.7265,0.68268,0.025544276,263,0.34426,0.30133,0.038046552,0.3356,0.3092,-0.011064392,-0.755518048,2019,3.809,Mike Morin
573064,1452,0.10606,0.11632,-0.006662993,728,0.63736,0.62603,0.007482859,535,0.3232,0.32126,-0.010470788,0.3386,0.3305,0.003651066,2.049325316,2015,4.057,Vidal Nuno
573064,935,0.08021,0.11172,-0.030392019,492,0.69715,0.63986,0.035828017,354,0.28894,0.30884,-0.021776153,0.3443,0.3455,0.006934857,-0.172672477,2016,5.404,Vidal Nuno
573064,305,0.07869,0.10909,-0.019301315,124,0.68548,0.64052,0.015308682,162,0.29834,0.28865,0.013893598,0.3341,0.4907,0.010639388,1.056012979,2017,5.17,Vidal Nuno
573064,500,0.118,0.1143,0.001974568,257,0.66148,0.58815,0.040243448,203,0.34156,0.3229,0.017970062,0.3507,0.2725,-0.004401377,1.649641344,2018,3.751,Vidal Nuno
573109,1087,0.16099,0.11089,0.044871538,472,0.64619,0.65739,-0.012551738,369,0.33008,0.28296,0.029883033,0.3206,0.2547,-0.006068388,2.406913076,2015,2.182,AJ Ramos
573109,1117,0.11907,0.11407,0.002574014,510,0.60392,0.65548,-0.049348957,332,0.25535,0.27763,-0.023297844,0.3258,0.2763,-0.012604451,1.467839236,2016,2.959,AJ Ramos
573109,1101,0.1208,0.11743,0.002085058,490,0.57347,0.63941,-0.055524868,385,0.25041,0.28359,-0.015552178,0.3281,0.309,-0.002818778,2.252975206,2017,3.464,AJ Ramos
573109,358,0.11173,0.10317,0.007378775,169,0.60947,0.65399,-0.032504626,117,0.20106,0.26097,-0.021516315,0.3381,0.3426,2.15E-04,-1.480424738,2018,3.8,AJ Ramos
573124,1006,0.07654,0.09258,-0.013802794,518,0.58687,0.65409,-0.055642346,408,0.2582,0.26568,-0.020701793,0.3491,0.3331,0.003937499,-4.008325019,2016,4.649,Taylor Rogers
573124,869,0.08285,0.08995,-0.010926146,450,0.61111,0.64434,-0.040383391,347,0.25298,0.27832,-0.008838932,0.3472,0.3034,-0.007483516,-2.880203272,2017,4.002,Taylor Rogers
573124,947,0.11404,0.10489,0.002959591,502,0.59562,0.65129,-0.057677306,380,0.2809,0.28133,0.00508916,0.3449,0.2498,-0.007002164,-1.501972594,2018,3.326,Taylor Rogers
573124,1040,0.11154,0.10185,0.008394272,572,0.59441,0.64605,-0.047937065,400,0.28205,0.30772,-0.006169251,0.3485,0.2739,-0.002640937,-1.218294921,2019,3.783,Taylor Rogers
573127,520,0.125,0.10862,0.013958925,214,0.71963,0.65072,0.029527293,253,0.28105,0.28662,-0.005831171,0.329,0.3654,0.004991724,1.323738301,2015,3.847,Zac Rosscup
573127,125,0.168,0.11049,0.024602637,59,0.54237,0.65465,-0.035016729,61,0.39394,0.26669,0.043840909,0.3358,0.3547,0.002108781,0.037343949,2017,3.444,Zac Rosscup
573127,200,0.195,0.12649,0.03878517,79,0.6962,0.66946,0.004148639,112,0.36364,0.30557,0.030341216,0.3276,0.3096,0.002331367,2.477757049,2018,3.008,Zac Rosscup
573127,372,0.16935,0.11325,0.033789084,128,0.61719,0.62739,-0.008545538,236,0.30328,0.25126,0.038668362,0.3211,0.4143,0.005408472,2.639120028,2019,3.497,Zac Rosscup
573185,291,0.09622,0.10441,0.003588683,135,0.66667,0.66169,0.005046367,123,0.26282,0.27232,-0.00232333,0.3266,0.3408,-5.20E-04,-0.44795258,2015,3.83,Dan Straily
573185,2974,0.10222,0.11001,-0.008004237,1494,0.66265,0.65582,0.005475558,903,0.26824,0.28773,-0.014076804,0.3334,0.3094,-0.014028069,0.213302028,2016,3.535,Dan Straily
573185,3016,0.12202,0.11495,0.004841712,1480,0.69932,0.67006,0.014615746,1036,0.29557,0.31392,-0.008615998,0.3343,0.3342,0.008394418,0.892631223,2017,4.545,Dan Straily
573185,2135,0.09977,0.1113,-0.012174956,1024,0.67285,0.65534,0.00511065,718,0.26913,0.29117,0.000439746,0.3302,0.325,-0.002707373,1.391757464,2018,4.048,Dan Straily
573185,966,0.07557,0.10682,-0.027830988,461,0.70282,0.67605,0.003780175,324,0.21782,0.2852,-0.041158799,0.3344,0.4773,0.021618979,-0.711470315,2019,6.242,Dan Straily
573186,340,0.07059,0.10279,-0.014383898,199,0.60302,0.64935,-0.014206965,66,0.25532,0.29605,-0.015092254,0.3498,0.2447,-0.006482305,-2.108515317,2015,3.936,Marcus Stroman
573186,3088,0.09294,0.09276,2.59E-05,1498,0.65554,0.64136,0.006521638,835,0.28994,0.26955,0.012369099,0.3397,0.3246,-0.007273034,-1.258011239,2016,3.838,Marcus Stroman
573186,3125,0.09984,0.09839,0.00103974,1499,0.65243,0.63441,0.004488453,787,0.25215,0.27714,-0.016617337,0.3362,0.3204,-0.013848453,0.140716979,2017,3.424,Marcus Stroman
573186,1707,0.09139,0.09949,-0.008507296,832,0.63702,0.61886,0.009005135,465,0.24571,0.27369,-0.011226565,0.3354,0.3433,-7.06E-04,1.14680165,2018,4.158,Marcus Stroman
573186,2972,0.10094,0.10403,-0.005669535,1326,0.64555,0.63737,-0.003267912,831,0.28676,0.28851,0.010178307,0.3317,0.3206,-0.010521392,1.369688181,2019,3.726,Marcus Stroman
573188,259,0.11197,0.08758,0.014736507,140,0.70714,0.64424,0.02268396,65,0.2605,0.24731,0.00200703,0.3444,0.3047,-0.002741667,-2.82670051,2016,3.979,Tyler Sturdevant
573244,302,0.0894,0.10539,-0.007927901,142,0.67606,0.63849,0.013076909,98,0.2625,0.28747,0.000694503,0.3359,0.4889,0.008041843,0.365160448,2017,4.837,Adam Wilk
573589,519,0.08092,0.08879,-0.00257784,234,0.67094,0.64173,0.019901916,194,0.2386,0.24697,-0.008579784,0.3289,0.2872,-0.008211645,-1.283103227,2016,3.887,Michael Ynoa
573589,594,0.09259,0.10302,-0.008801624,255,0.6549,0.63432,0.009628124,204,0.23894,0.26251,-0.008604031,0.3251,0.3937,0.002267015,1.487525792,2017,4.411,Michael Ynoa
573668,180,0.09444,0.09563,-0.002193801,91,0.71429,0.66293,0.015186544,61,0.20225,0.23709,-0.01791327,0.3307,0.3447,-0.001424493,-3.015380817,2016,4.387,Juan Minaya
573668,806,0.11414,0.10877,0.005102449,388,0.70103,0.67265,0.01020332,228,0.2488,0.28917,-2.10E-02,0.3339,0.3372,0.002984587,0.243731369,2017,4.237,Juan Minaya
573668,909,0.11441,0.10356,0.011494403,428,0.6729,0.67209,-0.001709948,300,0.27651,0.2883,-0.002331507,0.3283,0.308,-0.001336273,1.030813031,2018,3.578,Juan Minaya
573668,476,0.10714,0.09896,0.005506829,247,0.67206,0.64481,0.005301862,122,0.28384,0.28141,0.00891924,0.3381,0.3762,0.002945897,0.176956716,2019,4.321,Juan Minaya
579328,2463,0.0877,0.11125,-0.022610631,1284,0.66667,0.6354,0.023407538,871,0.26887,0.30479,-0.018263551,0.344,0.3878,0.011278333,0.395112029,2019,5.544,Yusei Kikuchi
580792,528,0.14962,0.12037,0.02321416,276,0.6558,0.65657,-2.75E-04,120,0.29762,0.28125,0.005768928,0.333,0.3641,0.00684749,0.143457196,2016,3.933,Nick Goody
580792,896,0.15848,0.12493,0.023146311,419,0.69451,0.66051,0.012597147,188,0.31656,0.2938,0.015921112,0.3234,0.2961,0.001845548,4.78068473,2017,3.414,Nick Goody
580792,188,0.13298,0.10428,0.013154607,85,0.75294,0.62013,0.045227665,63,0.33981,0.24571,0.03478545,0.3228,0.475,0.006467547,1.632410291,2018,4.151,Nick Goody
580792,709,0.15656,0.12458,0.022602812,344,0.72674,0.67038,0.032307159,146,0.31507,0.27327,0.029870101,0.3263,0.3044,-0.002409453,1.132527691,2019,3.698,Nick Goody
582494,594,0.10943,0.10322,0.002065977,263,0.65399,0.6809,-0.021936551,223,0.29607,0.26456,0.023794705,0.3314,0.2904,-0.005456005,-1.421040889,2017,3.76,Robby Scott
582494,165,0.10909,0.10337,0.001160433,64,0.64062,0.65284,-0.008994316,66,0.20792,0.24394,-0.008478718,0.3242,0.4756,0.00304894,-0.029090549,2018,4.1,Robby Scott
582494,164,0.09756,0.105,-0.001473184,81,0.62963,0.65442,-0.002896046,54,0.14458,0.24844,-0.016245515,0.3356,0.3851,6.41E-04,-1.463605929,2019,4.472,Robby Scott
584171,382,0.07853,0.10874,-0.021262952,207,0.71014,0.67855,0.002769263,97,0.25714,0.31574,-0.021977164,0.3423,0.3083,-0.002432978,-0.00844005,2017,4.529,Hector Velazquez
584171,1387,0.08003,0.112,-0.031102636,666,0.72673,0.6639,0.034253874,459,0.27046,0.30343,-0.019724647,0.3292,0.343,-0.00232022,2.490557375,2018,4.583,Hector Velazquez
584171,980,0.09796,0.11804,-0.016392714,443,0.67043,0.66599,-6.24E-04,356,0.27374,0.31762,-0.011450892,0.3294,0.3596,0.002280999,2.631898682,2019,4.574,Hector Velazquez
591693,612,0.10784,0.11022,7.86E-04,336,0.62798,0.64826,-0.013505676,171,0.27536,0.29006,-0.014641784,0.3468,0.2978,-0.001623364,-1.619348715,2016,4.08,Edubray Ramos
591693,1003,0.11067,0.11384,-0.002376411,527,0.57875,0.63432,-0.05130644,273,0.28571,0.28476,0.007820604,0.3403,0.3118,0.001010952,0.068285568,2017,3.99,Edubray Ramos
591693,743,0.10902,0.12214,-0.013050533,363,0.65289,0.66761,-0.024012951,186,0.26053,0.3109,-0.026285712,0.3341,0.2705,-0.004208569,1.03846673,2018,3.897,Edubray Ramos
591693,285,0.09474,0.12389,-0.019218381,129,0.62791,0.64297,-0.00965642,79,0.3141,0.30793,0.011795637,0.3275,0.425,0.004805227,3.394819648,2019,4.659,Edubray Ramos
592091,228,0.12281,0.10421,0.01175162,110,0.78182,0.674,0.036955862,65,0.26271,0.27259,-0.006201788,0.3332,0.35,0.001781113,-0.425938738,2015,3.895,A. J. Achter
592091,568,0.09859,0.11299,-0.011850422,253,0.75889,0.66433,0.052853946,184,0.32381,0.30208,0.012078882,0.3298,0.3701,0.001217795,2.37246171,2016,4.498,A. J. Achter
592094,571,0.12609,0.10828,0.013674896,259,0.74903,0.66131,0.041590944,190,0.27564,0.28103,0.003965253,0.3314,0.3634,0.004887073,0.59058188,2018,4.125,Jason Adam
592094,396,0.10859,0.10594,-0.001711013,173,0.68786,0.69594,-0.014572342,138,0.25561,0.25717,0.005134675,0.3216,0.2711,-0.008540334,0.209898099,2019,3.719,Jason Adam
592102,1138,0.13269,0.11041,0.022453385,568,0.57218,0.65539,-0.068330238,299,0.31404,0.26821,0.025647318,0.3303,0.2678,-7.62E-04,0.16642907,2015,2.916,Cody Allen
592102,1131,0.1397,0.1068,0.029168448,555,0.64144,0.68135,-0.03068447,269,0.30035,0.27476,1.45E-02,0.3329,0.258,-0.007469788,-0.962173797,2016,2.899,Cody Allen
592102,1160,0.14741,0.11133,0.029510414,525,0.64,0.65914,-0.028449995,300,0.31024,0.25919,0.044318413,0.3234,0.2905,3.03E-04,1.676524368,2017,3.196,Cody Allen
592102,1133,0.12886,0.10921,0.013967463,521,0.66219,0.66877,-0.013863702,319,0.27288,0.27103,0.011589218,0.3265,0.3223,0.002789889,0.406549549,2018,3.7,Cody Allen
592102,491,0.09572,0.11348,-0.014000274,201,0.59701,0.64516,-0.02916315,128,0.25172,0.27323,0.000499309,0.3237,0.4302,0.009308102,2.511270125,2019,4.78,Cody Allen
592120,148,0.03378,0.08154,-0.026523559,62,0.75806,0.60761,0.031752037,53,0.2093,0.26588,-0.016216221,0.3338,0.4524,7.86E-04,0.432596247,2017,4.959,Barrett Astin
592127,235,0.14043,0.10635,0.020263046,109,0.72477,0.65449,0.030627859,75,0.30159,0.29464,0.008166273,0.3297,0.3302,0.001712419,0.676761124,2016,3.798,Johnny Barbato
592127,504,0.11111,0.09467,0.012643216,255,0.72157,0.65084,0.041872284,157,0.23293,0.25053,0.000106348,0.3401,0.3362,-0.004661472,-2.942091268,2017,4.078,Johnny Barbato
592127,132,0.07576,0.08983,-0.004760843,61,0.68852,0.65047,0.007212537,56,0.19718,0.18153,0.00512149,0.3236,0.4871,0.002269489,-2.674612539,2018,4.48,Johnny Barbato
592130,234,0.11111,0.10519,0.004312457,112,0.66071,0.67955,-0.0098473,93,0.2541,0.28841,-0.011838232,0.3287,0.3078,-0.001140053,0.253056008,2016,3.86,Danny Barnes
592130,1063,0.11853,0.09961,0.014053987,511,0.72211,0.69247,0.014304726,358,0.2663,0.27414,0.000640585,0.331,0.2905,-0.008380917,-1.167264117,2017,3.522,Danny Barnes
592130,790,0.0962,0.10246,-0.004479845,366,0.70492,0.69045,0.00170581,316,0.23585,0.28446,-0.02297202,0.3291,0.3847,0.006824704,-0.894457864,2018,4.586,Danny Barnes
592135,632,0.06804,0.10472,-0.025021257,299,0.64214,0.67493,-0.017870826,199,0.19219,0.26693,-0.049517137,0.3315,0.3655,0.004546862,-1.364084993,2015,4.728,Cam Bedrosian
592135,655,0.11298,0.10225,0.009587779,329,0.61094,0.64713,-0.023667732,209,0.24847,0.28242,-0.023739029,0.3356,0.2515,-0.007587643,-1.253992733,2016,3.439,Cam Bedrosian
592135,765,0.12941,0.12158,0.006947758,373,0.60322,0.63883,-0.031461156,209,0.29847,0.3196,-0.005894729,0.3351,0.3184,0.001892839,3.134575587,2017,3.673,Cam Bedrosian
592135,1034,0.08124,0.11654,-0.029702132,521,0.5643,0.61787,-0.049691549,253,0.22612,0.28446,-0.029838587,0.3314,0.3268,-0.002256747,2.544564224,2018,4.104,Cam Bedrosian
592135,1013,0.1234,0.12523,-3.49E-05,471,0.6242,0.63152,-5.93E-04,312,0.27675,0.32969,-0.01512378,0.3371,0.2939,-0.009203235,2.709392445,2019,3.576,Cam Bedrosian
592145,1013,0.10661,0.10045,0.002261976,523,0.63671,0.64781,-0.018778195,432,0.23469,0.27462,-0.008416726,0.3463,0.299,-0.004826794,-2.381840927,2018,3.766,Jesse Biddle
592145,601,0.0782,0.09057,-0.007769127,285,0.61404,0.65678,-0.024180136,301,0.17089,0.23368,-0.027617648,0.3439,0.4541,0.008830245,-4.454371203,2019,5.203,Jesse Biddle
592165,712,0.1573,0.10641,0.042819263,301,0.68439,0.64924,0.025916477,267,0.31144,0.28905,0.029545385,0.3197,0.2824,-0.006753491,3.451443726,2019,2.771,Brandon Brennan
592169,206,0.1165,0.08621,0.018998545,97,0.64948,0.60371,0.018632865,56,0.34862,0.282,0.015892119,0.3341,0.2776,-0.003228459,-0.434164929,2016,3.581,Austin Brice
592169,495,0.11111,0.09005,0.014045862,260,0.66154,0.6242,0.00861454,117,0.29362,0.27083,0.024007969,0.3359,0.3419,1.57E-04,0.534794308,2017,3.808,Austin Brice
592169,602,0.09302,0.08903,0.001718792,317,0.64353,0.63501,-0.001398853,144,0.25614,0.26223,0.0020502,0.3394,0.3696,0.0046809,-0.831175845,2018,4.259,Austin Brice
592169,779,0.11297,0.0992,0.007631108,362,0.64641,0.66136,-0.023763705,254,0.30216,0.27863,0.021825346,0.3289,0.3124,-0.004809719,-0.207214543,2019,3.685,Austin Brice
592170,1673,0.09325,0.0932,-0.004312705,814,0.68305,0.6259,0.036706496,495,0.27474,0.27169,0.008666069,0.3387,0.3109,-0.016799663,-0.156473484,2017,3.549,Parker Bridwell
592181,218,0.09174,0.08556,0.008063959,96,0.625,0.63018,0.001125965,94,0.28689,0.25687,0.009793192,0.3368,0.325,-5.19E-04,-2.049841821,2015,3.798,Danny Burawa
592222,248,0.1129,0.10816,0.012602465,122,0.62295,0.6342,0.006734545,89,0.28571,0.25754,0.017202978,0.327,0.2937,-8.34E-04,1.535470797,2015,3.401,Alex Claudio
592222,789,0.1052,0.09643,0.009883295,415,0.61928,0.62563,-0.005550634,197,0.29412,0.2781,0.008494596,0.3389,0.3097,-0.003409611,-0.601714189,2016,3.713,Alex Claudio
592222,1125,0.09511,0.10229,-0.005046129,553,0.64919,0.63409,0.007786747,269,0.34615,0.30424,0.047178479,0.3393,0.2623,-0.016632147,0.92647474,2017,3.318,Alex Claudio
592222,1063,0.11477,0.10971,0.002675675,497,0.65996,0.6455,7.54E-04,239,0.35336,0.27491,6.78E-02,0.3272,0.3507,0.005774104,2.226894967,2018,4.081,Alex Claudio
592222,969,0.10836,0.11244,-0.00162974,429,0.61305,0.63765,-0.025284737,234,0.33148,0.27129,0.058997355,0.323,0.3339,-0.002591718,3.290712868,2019,3.78,Alex Claudio
592229,1159,0.06212,0.09736,-0.031852157,558,0.65591,0.62419,0.014769591,392,0.2213,0.26632,-0.030313235,0.3388,0.4144,0.01108022,-0.548221282,2017,5.635,Dylan Covey
592229,2044,0.07045,0.0982,-0.023181005,1051,0.64225,0.64938,-0.017104952,561,0.23061,0.27973,-0.029024801,0.3428,0.335,-0.004859896,-1.592936969,2018,4.292,Dylan Covey
592229,984,0.07317,0.0959,-0.018434677,511,0.64384,0.65276,-0.010486936,254,0.23467,0.26603,-0.00975422,0.34,0.3781,0.002206283,-1.258428702,2019,4.881,Dylan Covey
592233,246,0.04065,0.08169,-0.024020104,130,0.61538,0.64104,-0.009517539,64,0.18103,0.23574,-0.012258486,0.341,0.4919,0.007726964,-3.905394035,2017,5.388,Stefan Crichton
592233,466,0.10086,0.09653,0.001930505,227,0.64758,0.66693,-0.021706492,150,0.28033,0.28558,0.004846276,0.3383,0.2643,-0.007258535,-1.220610246,2019,3.795,Stefan Crichton
592254,302,0.10596,0.09733,0.005668773,156,0.64744,0.64527,0.007010615,99,0.24658,0.26462,-0.009329936,0.3385,0.4096,0.005847662,-1.749341384,2016,4.464,Jose De Leon
592279,261,0.11877,0.11351,0.003008562,126,0.70635,0.60569,0.037781242,81,0.25185,0.28438,-0.015291934,0.3346,0.3855,0.002035455,1.91786207,2017,4.269,Jesen Therrien
592280,202,0.07426,0.11402,-0.027022809,99,0.70707,0.68746,0.002350425,65,0.26214,0.30963,-0.016995278,0.3359,0.361,-2.48E-04,-1.83344111,2019,5.088,Ryan Eades
592314,1480,0.09054,0.09638,-0.009597992,774,0.67054,0.66602,-0.007525674,500,0.32011,0.26919,0.029999983,0.3398,0.3891,0.017016221,-2.858214156,2015,5.133,Mike Foltynewicz
592314,2119,0.0991,0.10518,-0.006002536,1124,0.63434,0.67888,-0.037773674,619,0.30452,0.30641,-0.003862988,0.342,0.3276,-4.31E-05,-1.628221809,2016,4.096,Mike Foltynewicz
592314,2655,0.09529,0.10892,-0.013629498,1230,0.65935,0.65976,-1.29E-04,826,0.26035,0.29588,-0.017435486,0.3328,0.3512,0.005289093,0.687115853,2017,4.71,Mike Foltynewicz
592314,3023,0.10321,0.11013,-0.009728606,1533,0.62361,0.65163,-0.030987568,918,0.2396,0.30683,-0.043586324,0.3389,0.2736,-0.016082199,0.301108219,2018,3.176,Mike Foltynewicz
592314,1818,0.10616,0.1113,-0.008046713,925,0.70811,0.65926,0.030209485,491,0.25308,0.32189,-0.049189076,0.3419,0.331,-0.004532915,0.083070871,2019,4.399,Mike Foltynewicz
592329,493,0.08925,0.09246,0.007341329,227,0.62555,0.62794,0.010470122,176,0.21053,0.24325,-0.017408276,0.3292,0.3352,-0.001933028,-0.90263446,2015,3.722,Jason Garcia
592330,180,0.13889,0.07602,0.033223668,72,0.65278,0.62852,0.007501146,62,0.32407,0.21104,0.033834748,0.3294,0.3689,0.002596368,-2.837982475,2016,3.703,Perci Garner
592332,1841,0.11244,0.10194,0.01665241,829,0.67672,0.67655,0.006076745,795,0.33004,0.30416,0.018752318,0.3334,0.322,0.004894414,-0.32960172,2015,3.74,Kevin Gausman
592332,3113,0.10793,0.10922,0.005112076,1402,0.64765,0.67684,-0.022474307,1242,0.346,0.3083,0.035816424,0.3298,0.3289,0.008832907,1.189184527,2016,4.162,Kevin Gausman
592332,3272,0.10972,0.10625,0.005339694,1549,0.6643,0.67284,-0.01169543,1107,0.28149,0.29562,0.002810287,0.3317,0.3551,0.013536591,1.092800235,2017,4.604,Kevin Gausman
592332,3004,0.11352,0.11208,0.001010469,1466,0.691,0.67277,0.004632157,1049,0.29974,0.31171,0.006386911,0.3298,0.3303,0.001954959,2.087294578,2018,3.909,Kevin Gausman
