pitcher,Pitches,Whiff,xWhiff,In_Whiff,IZ.Pitches,IZ.Swing,IZ.xSwing,IZ,OOZ.Pitches,OOZ.Swing,OOZ.xSwing,OOZ,xwOBA,wOBA,In_wOBA,Command,Season,S_ERA,player_name
502748,1507,0.08958,0.10554,-0.018570839,740,0.63243,0.64746,-0.018000076,336,0.23468,0.28798,-0.034747897,0.336,0.3205,-0.004266196,0.394022286,2019,4.355,Brad Peacock
503285,1062,0.14972,0.12132,0.029620258,534,0.64045,0.64564,6.11E-04,310,0.33712,0.31347,0.024611948,0.3349,0.2611,-0.001066256,2.707305937,2015,2.854,Darren O'Day
503285,537,0.14153,0.12073,0.016026924,263,0.62357,0.6594,-0.024806255,169,0.36496,0.32949,0.010412442,0.3324,0.307,0.002240618,2.541943646,2016,3.492,Darren O'Day
503285,1011,0.11078,0.12282,-0.012524718,475,0.62526,0.64097,-0.016800186,325,0.30597,0.33186,-0.009973018,0.3325,0.2778,-0.001275928,4.256122544,2017,3.967,Darren O'Day
503285,332,0.12651,0.11467,0.010729697,177,0.67797,0.66321,0.00636011,92,0.32258,0.33549,-0.000275794,0.3393,0.3018,0.002541314,1.47614198,2018,3.81,Darren O'Day
503444,991,0.08476,0.09998,-0.015196892,481,0.67983,0.63289,0.030123232,281,0.28824,0.26273,0.009514612,0.3318,0.3576,-2.98E-04,0.624952393,2016,4.515,Joel De La Cruz
503449,1754,0.06956,0.0986,-0.02815323,793,0.686,0.62534,0.040860569,538,0.24766,0.26472,-0.025325808,0.3326,0.37,0.00521588,0.278316038,2015,4.976,Wily Peralta
503449,2130,0.08545,0.10105,-0.016222028,879,0.67008,0.62804,0.030389394,715,0.27658,0.27336,-0.004404488,0.3285,0.3665,0.010489495,0.987017248,2016,5.113,Wily Peralta
503449,1115,0.08789,0.10385,-0.01051194,483,0.63975,0.62163,0.010904525,356,0.26582,0.28128,0.003970812,0.3307,0.4069,0.017801493,1.913297289,2017,5.271,Wily Peralta
503449,601,0.09817,0.10524,-0.00637417,270,0.65556,0.63392,0.005062904,200,0.25378,0.27169,-0.007386494,0.3305,0.3253,-0.001298585,1.112145194,2018,4.021,Wily Peralta
503449,670,0.08358,0.09945,-0.017313604,286,0.72378,0.65455,0.030379845,226,0.23438,0.26453,-0.020236071,0.3276,0.3693,-0.001070416,-0.160174951,2019,4.826,Wily Peralta
504083,292,0.07877,0.098,-0.005266549,147,0.68707,0.64381,0.020226954,95,0.27586,0.28779,-0.004139687,0.3443,0.4907,0.00775633,-1.762976376,2015,4.651,Jorge Rondon
504186,426,0.0939,0.09219,0.004523873,202,0.70297,0.65956,0.024270956,146,0.26786,0.25821,0.001342474,0.3338,0.3348,4.95E-04,-2.170913968,2015,4.064,Arnold Leon
504379,1082,0.11275,0.09637,0.014119143,526,0.68631,0.65559,0.008955989,367,0.26439,0.28307,-0.024551099,0.336,0.3231,0.003216692,-1.320267355,2015,3.871,Juan Nicasio
504379,2165,0.10023,0.10647,-0.007466543,1056,0.65057,0.66879,-0.020253366,701,0.28584,0.31073,-0.022500181,0.336,0.3372,0.013295476,-0.309706801,2016,4.914,Juan Nicasio
504379,1209,0.10835,0.10338,0.004753545,656,0.71494,0.68496,0.0117916,346,0.27125,0.31334,-0.01833809,0.3424,0.2727,-0.010624481,-1.655871764,2017,3.644,Juan Nicasio
504379,765,0.11111,0.11441,3.92E-04,400,0.7075,0.67757,0.010807475,198,0.30685,0.3597,-0.022306906,0.3399,0.3571,0.011203964,1.850046975,2018,4.534,Juan Nicasio
504379,832,0.09135,0.11741,-0.022940365,405,0.71111,0.6484,0.031243644,210,0.26698,0.32126,-0.030685821,0.3356,0.3469,0.001672612,1.363861963,2019,4.967,Juan Nicasio
506433,1543,0.12573,0.09164,0.030260706,789,0.63752,0.64376,-0.015969461,435,0.30239,0.26459,0.027001864,0.3421,0.2865,-0.001647794,-2.340529466,2016,3.336,Yu Darvish
506433,2919,0.11956,0.09565,0.026097467,1506,0.64475,0.64758,-0.012943507,785,0.27601,0.27678,0.018151527,0.3422,0.3124,4.66E-04,-1.581732972,2017,3.606,Yu Darvish
506433,740,0.11081,0.08922,0.012543364,384,0.65365,0.65901,-0.024849252,201,0.2191,0.25758,-0.022086867,0.344,0.3436,0.002262387,-3.282031871,2018,4.009,Yu Darvish
506433,2823,0.13532,0.09212,0.037294263,1453,0.62629,0.64887,-0.033515715,658,0.31387,0.25703,0.059121181,0.3394,0.3053,0.003177215,-1.249228444,2019,3.49,Yu Darvish
506693,304,0.04934,0.09691,-0.032080208,145,0.66207,0.61715,0.020726195,137,0.25157,0.26708,-0.016223126,0.3363,0.3228,-0.00248542,-0.16798662,2015,4.603,Henderson Alvarez
506693,261,0.04598,0.09476,-0.030614509,136,0.64706,0.64895,-0.006654786,90,0.168,0.29604,-0.05510085,0.3443,0.3515,-0.003112682,-1.294290425,2017,4.804,Henderson Alvarez
514669,247,0.17814,0.10503,0.043699556,115,0.73043,0.70077,0.007769329,81,0.28788,0.29561,-0.005935937,0.3315,0.375,0.006302477,-0.994938751,2015,3.324,Rafael Martin
514981,165,0.11515,0.11002,0.004219186,85,0.68235,0.69108,-0.001648734,55,0.325,0.30486,0.003265063,0.3321,0.3056,-0.001509653,-0.570225707,2015,3.669,Diego Moreno
515052,456,0.10526,0.1072,5.98E-04,222,0.59459,0.64108,-0.026217876,167,0.33761,0.2782,0.020978561,0.3313,0.4174,0.007205896,0.176097421,2015,4.041,Mayckol Guaipe
516414,499,0.12224,0.10586,0.011046667,229,0.69869,0.66152,0.019583597,123,0.26296,0.27425,-0.008300452,0.3312,0.328,-4.95E-04,-0.631331862,2015,3.729,Ariel Pena
516589,357,0.07003,0.07636,-0.005077158,152,0.66447,0.63457,0.015756725,127,0.26829,0.21366,0.022909843,0.3246,0.3364,-0.001110354,-1.353410814,2015,4.088,Andre Rienzo
516714,467,0.13704,0.09788,0.02953293,214,0.60748,0.63699,-0.021354514,225,0.32806,0.24918,0.049275254,0.3356,0.3373,0.0082799,-1.514008241,2016,3.788,Dario Alvarez
516714,317,0.14511,0.11335,0.022090976,148,0.5473,0.61497,-0.036201903,124,0.23669,0.26648,-0.008676218,0.3349,0.3809,0.001649814,0.866345036,2017,3.443,Dario Alvarez
516910,1181,0.09822,0.07838,0.014261317,554,0.66606,0.6323,0.017349491,334,0.311,0.22714,0.056414774,0.3361,0.3357,-0.003702932,-2.291846839,2015,3.562,Carlos Frias
516935,165,0.11515,0.07429,0.017811387,81,0.64198,0.6162,0.003443275,58,0.27381,0.20716,0.01605605,0.3275,0.2848,-0.001594432,-2.215162359,2015,3.517,Stolmy Pimentel
516969,1089,0.13039,0.09425,0.034505526,506,0.72134,0.68686,0.024513453,511,0.36364,0.27487,0.063543843,0.3277,0.2632,-0.009766773,-1.830088768,2015,2.705,Kelvin Herrera
516969,1091,0.15215,0.10463,0.041088874,546,0.6685,0.65924,0.00587546,421,0.34862,0.31216,0.02515624,0.336,0.2622,-0.005569068,-0.206850795,2016,2.834,Kelvin Herrera
516969,991,0.11604,0.10102,0.015285817,501,0.70659,0.67786,0.016620392,379,0.32653,0.30728,0.028377583,0.3375,0.3435,0.004901538,-0.855699751,2017,4.187,Kelvin Herrera
516969,696,0.13362,0.10978,0.018473468,354,0.72034,0.67356,0.026490087,266,0.33626,0.31564,0.024324907,0.3367,0.3043,-0.001139581,0.067247149,2018,3.623,Kelvin Herrera
516969,907,0.11797,0.10241,0.006347802,439,0.68109,0.67971,-0.008855568,354,0.32479,0.30299,0.023580173,0.3362,0.3555,0.00721865,-0.601834253,2019,4.506,Kelvin Herrera
516970,416,0.07212,0.0996,-0.015832391,207,0.59903,0.62513,-0.00347981,143,0.25359,0.26368,-0.005188375,0.3296,0.403,0.00484057,0.703836138,2015,4.396,Sugar Ray Marimon
517008,1700,0.10824,0.08527,0.028234529,792,0.67803,0.65292,0.024005613,578,0.26652,0.24283,0.02103124,0.3331,0.3066,-0.005561487,-1.863727609,2015,3.211,Alex Colome
517008,860,0.15,0.07348,0.06736082,416,0.69712,0.65602,0.033108501,232,0.3018,0.21455,0.065544497,0.3354,0.2626,-0.005036048,-3.683674415,2016,2.757,Alex Colome
517008,1012,0.11561,0.07343,0.038880987,488,0.69057,0.62441,0.043655728,339,0.2729,0.24504,0.033379167,0.3404,0.2828,-0.013971895,-2.220859374,2017,2.918,Alex Colome
517008,1085,0.13733,0.07638,0.047613529,536,0.72761,0.65994,0.044095103,299,0.2878,0.21535,0.059541453,0.3368,0.3007,-0.002956237,-3.699823594,2018,3.307,Alex Colome
517008,975,0.13128,0.07253,0.044753635,453,0.71302,0.64796,0.037445424,242,0.30843,0.21961,0.081270105,0.3394,0.281,-0.015069036,-3.473621949,2019,2.905,Alex Colome
517414,1273,0.13276,0.10988,0.016946049,586,0.64846,0.63768,-0.002111235,396,0.28239,0.28333,-0.010332487,0.3294,0.3064,-0.00113444,1.580402105,2015,3.225,Randall Delgado
517414,1353,0.09978,0.10904,-0.009078514,591,0.62606,0.64369,-0.01862186,487,0.2979,0.29278,0.003889069,0.329,0.3404,9.52E-04,2.310949431,2016,4.012,Randall Delgado
517414,1048,0.12023,0.11659,0.002691593,480,0.69167,0.66329,0.014730557,337,0.2993,0.29701,0.012190374,0.3269,0.3045,-2.81E-04,2.801569398,2017,3.901,Randall Delgado
517414,202,0.10891,0.10661,-0.002859128,90,0.7,0.6729,-0.004353448,74,0.27679,0.27161,-0.00107692,0.3195,0.352,-0.001088601,1.622770166,2018,3.845,Randall Delgado
517448,263,0.04943,0.09478,-0.024385346,106,0.65094,0.6648,-0.007964002,108,0.40127,0.29666,0.041285369,0.3275,0.3336,-5.02E-04,-0.1475902,2016,4.522,Wilfredo Boscan
517593,3048,0.11778,0.10226,0.021183837,1540,0.67662,0.67727,-0.001026658,1002,0.31034,0.28296,0.01090606,0.3359,0.3012,3.40E-04,-1.22497973,2015,3.448,Danny Salazar
517593,2381,0.11088,0.09706,0.013853933,1167,0.66924,0.6785,-0.011620727,806,0.2743,0.26794,-0.006677964,0.3367,0.3095,-0.001045265,-2.397023231,2016,3.822,Danny Salazar
517593,1755,0.16239,0.11175,0.044520194,881,0.6924,0.6795,-0.003001062,469,0.30892,0.29638,0.01440822,0.3332,0.3238,0.010354007,0.778230407,2017,3.602,Danny Salazar
518397,324,0.12346,0.08636,0.027379901,155,0.64516,0.59213,0.024111548,131,0.3432,0.27122,0.031271112,0.3449,0.3494,0.0010527,-0.959101455,2016,3.705,Scott Alexander
518397,1059,0.12748,0.07297,0.044747603,526,0.70913,0.60393,0.072492712,385,0.26829,0.23568,0.033435142,0.3441,0.2984,-0.011309929,-3.183086385,2017,3.142,Scott Alexander
518397,967,0.11582,0.07769,0.029575697,441,0.678,0.61712,0.028014661,390,0.26236,0.234,3.25E-02,0.3351,0.3043,-0.006109612,-2.216134736,2018,3.309,Scott Alexander
518397,278,0.09353,0.07304,0.011640077,125,0.656,0.6075,0.0098919,104,0.32026,0.23433,0.044579466,0.3321,0.3412,-0.002314531,-1.347148684,2019,4.031,Scott Alexander
518420,234,0.07692,0.10169,-0.017857358,94,0.64894,0.63002,-1.22E-04,86,0.26429,0.26813,-0.01148913,0.3241,0.3658,0.001936265,2.102666274,2015,4.209,Dylan Axelrod
518445,1171,0.08625,0.08686,-0.006772237,550,0.68182,0.64614,0.017107757,508,0.26248,0.28131,-0.01106243,0.3444,0.4062,0.015508546,-2.723533418,2017,5.508,Chad Bell
518445,123,0.11382,0.08732,0.010585751,61,0.63934,0.59843,0.005845141,53,0.27419,0.24286,0.008218957,0.3403,0.4514,0.003961585,-2.008571476,2018,4.151,Chad Bell
518452,1879,0.09739,0.10339,-0.005884831,806,0.67494,0.64379,0.023514093,759,0.29171,0.26746,0.012385894,0.3264,0.337,0.004145945,1.09498836,2015,4.247,Chad Bettis
518452,3019,0.08811,0.10393,-0.015894002,1334,0.65667,0.62979,0.023925803,1136,0.28071,0.29246,-0.013099104,0.3333,0.3382,-0.002477202,1.49935114,2016,4.349,Chad Bettis
518452,647,0.09737,0.11286,-0.01338113,323,0.67183,0.6456,-6.66E-04,163,0.28086,0.29284,-0.002710184,0.3343,0.3435,-0.001106602,2.816243165,2017,4.2,Chad Bettis
518452,1897,0.08224,0.10714,-0.025716515,916,0.65611,0.64896,6.33E-04,534,0.21611,0.28061,-0.037023225,0.3332,0.3384,-0.004076088,1.878110224,2018,4.296,Chad Bettis
518452,1021,0.09598,0.11477,-0.019230197,508,0.68307,0.66528,0.00511376,239,0.24561,0.31109,-0.035411293,0.3378,0.3793,0.003688048,2.431650268,2019,4.815,Chad Bettis
518468,863,0.10776,0.1129,-0.004555869,367,0.57493,0.59975,-0.029724489,268,0.28831,0.26755,0.003846269,0.3267,0.2601,-0.009190742,2.687111274,2015,3.043,Michael Blazek
518468,814,0.09582,0.10301,-0.004956012,374,0.6123,0.63142,-0.011358515,206,0.24545,0.2528,0.000225209,0.3323,0.4102,0.012820871,-0.590589358,2016,4.92,Michael Blazek
518489,486,0.15844,0.12518,0.022644645,242,0.7314,0.66895,0.027457038,119,0.38525,0.3311,0.046338118,0.3341,0.222,-0.007620645,3.272018272,2018,2.891,Ryan Brasier
518489,978,0.15235,0.12151,0.02332791,462,0.74892,0.69238,0.036498813,291,0.32946,0.30087,0.031340788,0.3297,0.3188,-5.70E-04,0.815362008,2019,3.836,Ryan Brasier
518516,3253,0.12481,0.12325,-0.002546961,1590,0.68931,0.65141,0.027566786,1310,0.32471,0.31735,-0.009498558,0.3362,0.2756,-0.00729306,1.666958966,2015,3.5,Madison Bumgarner
518516,3504,0.11615,0.11396,-0.00254957,1717,0.66045,0.6463,0.012086332,1404,0.30386,0.30313,-0.001806413,0.3381,0.2816,-0.009747147,0.544220201,2016,3.597,Madison Bumgarner
518516,1639,0.10189,0.09303,-2.86E-04,820,0.7,0.65644,0.024589171,628,0.31258,0.27428,0.043793801,0.3421,0.3074,-0.005729388,-2.789084737,2017,4.135,Madison Bumgarner
518516,2040,0.09216,0.10114,-0.01128839,1019,0.6683,0.65268,0.009399379,767,0.26347,0.27807,0.001392628,0.3402,0.3095,-0.008213252,-1.618075818,2018,3.98,Madison Bumgarner
518516,3127,0.11641,0.09677,0.011965848,1538,0.69961,0.66559,0.018882856,1299,0.31466,0.29804,0.023843454,0.3455,0.3112,-0.009150041,-2.822926782,2019,3.794,Madison Bumgarner
518553,950,0.09263,0.09281,-3.32E-04,416,0.61779,0.64987,-0.033284845,358,0.24719,0.24663,-0.003430578,0.3291,0.3237,-7.02E-05,-1.800148386,2015,3.8,Steve Cishek
518553,1076,0.11338,0.10729,0.001609224,489,0.55624,0.63105,-0.064947496,334,0.28109,0.28152,-0.008607498,0.33,0.2632,-0.007645572,1.479093693,2016,3.166,Steve Cishek
518553,729,0.10288,0.1043,-0.006351603,346,0.59827,0.65492,-0.046428594,240,0.2611,0.29098,-0.011742669,0.3358,0.2408,-0.016120011,-0.399284336,2017,3.178,Steve Cishek
518553,1157,0.11582,0.09829,0.013917185,533,0.57036,0.65513,-0.07469513,431,0.26923,0.26517,0.014899992,0.3325,0.2662,-0.010024778,-1.069116513,2018,2.752,Steve Cishek
518553,1109,0.09288,0.10297,-0.007458641,498,0.61245,0.66184,-0.045330648,386,0.28969,0.27542,0.025787765,0.3311,0.2936,-0.013874589,-0.405981294,2019,3.408,Steve Cishek
518560,1196,0.06605,0.0929,-0.023097808,610,0.61967,0.64207,-0.018033387,361,0.22696,0.27477,-0.034852814,0.3426,0.3645,0.001579671,-2.234112275,2016,4.787,Paul Clemens
518566,571,0.14361,0.12536,0.012218275,248,0.67339,0.64739,0.009628286,180,0.30031,0.2964,0.013087323,0.3174,0.2507,-0.005272381,4.967683889,2018,3.058,Taylor Cole
518566,911,0.11745,0.11574,0.001714629,417,0.68825,0.64027,0.017441057,330,0.26923,0.29259,-0.011772852,0.3258,0.344,0.00166592,3.479387041,2019,4.153,Taylor Cole
518567,1925,0.06961,0.10322,-0.032610827,937,0.6809,0.67287,-0.007203772,701,0.2581,0.28961,-0.033129644,0.3341,0.3324,-0.001364301,-0.575489424,2015,4.573,Josh Collmenter
518567,687,0.07278,0.09622,-0.018664201,317,0.63091,0.66604,-0.014028924,257,0.24054,0.28669,-0.028540619,0.3341,0.3292,-8.60E-04,-0.841547229,2016,4.491,Josh Collmenter
518567,306,0.10458,0.10492,-7.35E-04,132,0.63636,0.66324,-0.013034396,118,0.29885,0.29285,0.015470167,0.3258,0.475,0.014485488,1.604773165,2017,4.781,Josh Collmenter
518603,1445,0.10104,0.10353,-7.04E-04,657,0.69102,0.65845,0.019160546,506,0.29315,0.27574,0.006969918,0.3253,0.3574,0.00652106,0.598900983,2015,4.253,Justin De Fratus
518617,1096,0.11679,0.09831,0.019247933,530,0.64717,0.65932,-0.011661425,444,0.28269,0.2942,-0.014717244,0.3412,0.3318,0.002467074,-1.639055862,2015,3.637,Jake Diekman
518617,932,0.11052,0.09239,0.014621866,422,0.62796,0.65072,-0.020656794,359,0.25882,0.24144,0.011741561,0.3363,0.2789,-0.008078272,-2.530973365,2016,3.379,Jake Diekman
518617,188,0.12234,0.10024,0.009487621,84,0.60714,0.6257,-0.01781777,77,0.25,0.25362,-2.62E-03,0.3266,0.2705,-0.003398963,0.61734454,2017,3.592,Jake Diekman
518617,1012,0.1166,0.09837,0.015189358,471,0.5966,0.65037,-0.05156691,404,0.27172,0.24792,0.02761582,0.3323,0.3414,0.003302363,-1.527202556,2018,3.627,Jake Diekman
518617,1183,0.15469,0.10614,0.037850516,557,0.62298,0.67563,-0.045201433,526,0.29073,0.27731,0.021398893,0.3356,0.3157,-0.004913794,-1.82304179,2019,3.014,Jake Diekman
518633,2358,0.08355,0.09335,-0.005969726,1268,0.65694,0.66493,-0.011742725,927,0.26147,0.26507,-0.01079048,0.3459,0.3323,-0.005069139,-3.833692678,2015,3.952,Danny Duffy
518633,2559,0.13208,0.1095,0.021085609,1394,0.68938,0.67088,0.016380872,885,0.30644,0.30676,-0.003299677,0.3446,0.3105,0.002415145,-1.598719055,2016,3.955,Danny Duffy
518633,2199,0.11369,0.11897,-0.007004893,1205,0.69295,0.67383,0.006901875,776,0.27163,0.33768,-0.046194004,0.3462,0.3107,-0.008881403,-0.419068135,2017,3.943,Danny Duffy
518633,2775,0.09694,0.10633,-0.008950499,1373,0.66715,0.66407,-0.007680746,1118,0.25678,0.2991,-0.029203715,0.3387,0.3402,0.001415059,-0.989730039,2018,4.362,Danny Duffy
518633,2080,0.10481,0.10677,-0.004191927,1065,0.67887,0.66166,0.008183081,805,0.25813,0.30213,-0.024473483,0.3451,0.3374,-0.006179596,-1.471094622,2019,4.223,Danny Duffy
518693,693,0.10101,0.10891,-0.005633137,336,0.58631,0.66319,-0.050702207,260,0.2381,0.29248,-0.036156883,0.337,0.3137,-0.003390218,-0.689813184,2015,3.623,Sam Freeman
518693,179,0.09497,0.10498,-0.004950716,83,0.60241,0.67464,-0.019328185,65,0.28125,0.29561,-0.009234341,0.3292,0.475,0.005404798,0.423279582,2016,4.391,Sam Freeman
518693,946,0.11522,0.1081,0.007081176,453,0.63135,0.64806,-0.011430026,308,0.3002,0.28035,0.03308532,0.3299,0.2727,-0.010717509,1.639455654,2017,3.207,Sam Freeman
518693,886,0.13318,0.10098,0.025049578,405,0.64691,0.6395,-0.004078505,289,0.27859,0.27413,0.018460754,0.3296,0.3124,-0.002204188,0.22912033,2018,3.261,Sam Freeman
518703,301,0.10299,0.09941,0.003850643,154,0.62987,0.64596,-0.008159293,131,0.2517,0.24373,0.008254317,0.3338,0.1994,-0.00759565,-1.731695704,2015,3.408,Charlie Furbush
518715,732,0.11475,0.08798,0.0206205,333,0.65766,0.64972,2.59E-04,200,0.30075,0.24735,0.03880191,0.332,0.2926,-0.006894229,-2.465175711,2016,3.371,Cory Gearrin
518715,1066,0.11163,0.09489,0.011320804,518,0.64093,0.63587,-0.004456742,279,0.24818,0.26175,0.00158062,0.3303,0.2945,-0.013140128,0.343285164,2017,3.098,Cory Gearrin
518715,946,0.11205,0.10676,0.002335751,443,0.60497,0.63792,-0.031964129,276,0.28231,0.27935,0.013076542,0.325,0.3282,-6.35E-06,1.766188952,2018,3.602,Cory Gearrin
518715,903,0.08195,0.10448,-0.017294818,425,0.63059,0.63267,0.001860031,251,0.26987,0.28685,0.002008862,0.3298,0.3324,-0.005879056,1.748362904,2019,4.187,Cory Gearrin
518716,616,0.09416,0.10264,-0.006002151,342,0.61111,0.64918,-0.02118331,178,0.33212,0.32078,0.003704643,0.3434,0.3776,0.007703133,0.001596836,2015,4.298,Dillon Gee
518716,2047,0.08109,0.10275,-0.017872233,1022,0.62818,0.66097,-0.025756869,676,0.30829,0.29108,0.010036228,0.3361,0.3571,0.008269248,-0.088342256,2016,4.809,Dillon Gee
518716,801,0.10737,0.10444,5.76E-04,422,0.67062,0.67471,-0.017319463,258,0.27704,0.28411,-0.003841189,0.3368,0.3575,0.004041708,-1.228452874,2017,4.385,Dillon Gee
518748,870,0.13678,0.11532,0.015062547,361,0.59003,0.64446,-0.047622835,195,0.27898,0.27263,-0.009607315,0.3206,0.2762,-0.003003634,3.300998073,2015,2.858,Justin Grimm
518748,906,0.12252,0.12303,-0.001604526,399,0.55639,0.62286,-0.046076563,198,0.28994,0.27923,0.011621361,0.3199,0.2967,5.02E-05,4.620324466,2016,3.52,Justin Grimm
518748,959,0.11992,0.11392,1.07E-04,442,0.63122,0.65548,-0.025722675,254,0.23791,0.27378,-0.017303633,0.3315,0.3298,1.59E-04,1.264369011,2017,3.975,Justin Grimm
518748,294,0.08163,0.11245,-0.013601608,148,0.60135,0.60792,-0.005770869,75,0.20548,0.26103,-0.015878876,0.3341,0.4088,0.002130932,1.747074834,2018,4.267,Justin Grimm
518771,436,0.08716,0.07848,0.005054011,224,0.73661,0.64929,0.037252381,116,0.29245,0.24181,0.026407332,0.3423,0.3496,-0.001539375,-3.950151058,2015,4.162,Mitch Harris
518774,2794,0.11596,0.10982,0.004696645,1447,0.62751,0.65596,-0.031255526,848,0.31774,0.30249,0.006189759,0.3358,0.2746,-0.008465791,0.922156056,2015,2.961,Matt Harvey
518774,1478,0.09878,0.10842,-0.006406289,763,0.65662,0.6445,0.011865596,451,0.32867,0.31293,0.001213266,0.3388,0.3489,0.012318265,1.185740393,2016,4.87,Matt Harvey
518774,1614,0.07187,0.10899,-0.032517159,785,0.66752,0.65723,-0.004061128,472,0.25814,0.29328,-0.033214913,0.3334,0.3834,0.008478492,0.521854251,2017,5.316,Matt Harvey
518774,2531,0.09522,0.10889,-0.018909066,1367,0.69203,0.67254,0.001255842,660,0.24227,0.30818,-0.048488686,0.3415,0.3367,0.002750153,-0.423464688,2018,4.657,Matt Harvey
518774,863,0.10081,0.12889,-0.024709305,428,0.67991,0.66298,0.012301595,208,0.21379,0.30404,-0.041588779,0.3317,0.3676,-6.30E-04,2.242932192,2019,4.73,Matt Harvey
518790,2789,0.08892,0.09715,-0.010733693,1241,0.58259,0.64469,-0.065307084,896,0.27326,0.25801,0.003059385,0.328,0.3204,-0.006811467,-0.085315589,2015,3.311,Chris Heston
518790,138,0.03623,0.08483,-0.025044006,58,0.58621,0.60695,-0.009451322,50,0.2125,0.26583,-0.020588875,0.3368,0.5855,0.00735671,-0.12822732,2017,5.109,Chris Heston
518813,717,0.14784,0.11684,0.024852852,341,0.61584,0.627,-0.009822861,220,0.31117,0.28537,0.006454358,0.3331,0.3057,-0.001047088,1.714873963,2015,3.025,Greg Holland
518813,883,0.15176,0.11969,0.028861588,443,0.60722,0.62673,-0.024229456,289,0.27727,0.29027,0.009035696,0.3378,0.2806,-0.008331289,1.772349171,2017,2.765,Greg Holland
518813,813,0.13284,0.12167,0.004169779,365,0.65205,0.63199,8.95E-04,258,0.29018,0.27415,0.013034311,0.326,0.325,-0.00163878,2.348954879,2018,3.65,Greg Holland
518813,598,0.11873,0.12937,-0.009134881,253,0.58103,0.62654,-0.03843919,175,0.31014,0.31386,0.003659463,0.3289,0.3027,-0.004106434,4.230846022,2019,3.76,Greg Holland
518858,281,0.15302,0.11475,0.023564135,147,0.59864,0.6325,-0.014020591,57,0.35075,0.2927,0.01791115,0.332,0.2856,8.89E-04,1.208217547,2015,3.191,Nate Jones
518858,999,0.14314,0.10347,0.037033611,513,0.67836,0.65061,0.022771159,272,0.33951,0.2847,0.035782569,0.3367,0.2439,-0.011553639,-0.411045825,2016,2.728,Nate Jones
518858,203,0.1133,0.10526,0.006002989,94,0.70213,0.66417,0.01178985,57,0.22018,0.25784,-0.002457387,0.332,0.2851,-0.001759116,-1.835690888,2017,4.142,Nate Jones
518858,515,0.13398,0.09934,0.023880653,247,0.72065,0.65892,0.024459228,152,0.27239,0.25082,0.016273831,0.3303,0.3339,2.82E-04,-0.778897028,2018,3.634,Nate Jones
518858,206,0.09223,0.10822,-0.015000469,95,0.64211,0.66205,-0.010398635,50,0.18018,0.26249,-0.024322208,0.3268,0.35,-0.001752812,1.657066245,2019,4.351,Nate Jones
518863,252,0.0873,0.10053,-0.007193648,131,0.66412,0.63924,0.010385838,78,0.30579,0.27971,0.008405693,0.3381,0.3227,-0.001239814,-1.604345494,2015,4.088,Taylor Jordan
518875,802,0.14838,0.13452,0.009361409,403,0.67494,0.63958,0.014955165,182,0.30075,0.3348,-0.028257056,0.3296,0.2579,-0.002118165,3.924827465,2015,3.287,Shawn Kelley
518875,899,0.15795,0.12208,0.029555215,518,0.71429,0.67746,0.019270201,218,0.31496,0.33552,-0.019801273,0.3433,0.266,0.002389995,-0.147618181,2016,3.691,Shawn Kelley
518875,491,0.13849,0.13046,0.004703494,267,0.71536,0.67069,0.011310529,140,0.33036,0.32561,0.007016949,0.3408,0.4196,0.008985031,0.88928745,2017,4.495,Shawn Kelley
518875,727,0.11004,0.12557,-0.00991834,379,0.67018,0.67331,-0.006238769,167,0.28736,0.32085,-0.010781258,0.3391,0.258,-0.005356915,1.540588876,2018,3.776,Shawn Kelley
518875,768,0.11589,0.12922,-0.009988479,410,0.70488,0.63995,0.04630139,163,0.32123,0.34478,0.001321678,0.3406,0.3704,0.008811126,2.64968768,2019,5.042,Shawn Kelley
518876,2811,0.09641,0.10009,-0.010136069,1344,0.68304,0.64851,0.0177492,761,0.2713,0.30144,-0.016642947,0.3409,0.3349,-0.00516926,0.636447089,2019,4.307,Merrill Kelly
518883,363,0.07989,0.09483,-0.008484049,161,0.59006,0.64374,-0.025619248,130,0.27228,0.26306,0.004407395,0.3338,0.3128,-0.003434062,-2.242582706,2016,4.143,Dean Kiekhefer
518886,1008,0.15774,0.10273,0.048605652,496,0.67339,0.67149,-0.012385576,287,0.25,0.25626,-0.008819797,0.3327,0.2668,-2.67E-05,-1.252247672,2015,2.764,Craig Kimbrel
518886,934,0.14882,0.10758,0.03425346,429,0.62238,0.65668,-0.021705021,253,0.29109,0.28533,0.007406664,0.3295,0.258,-0.008523674,1.888567825,2016,2.558,Craig Kimbrel
518886,1148,0.19599,0.11632,0.068988896,584,0.61473,0.67755,-0.055447603,351,0.35638,0.32788,0.032585559,0.3384,0.2089,-0.002543715,1.642237208,2017,1.932,Craig Kimbrel
518886,1110,0.17387,0.12439,0.038803051,479,0.64927,0.6767,-0.032363879,343,0.31854,0.3203,0.009196708,0.3275,0.2543,-0.003364739,3.631451791,2018,2.443,Craig Kimbrel
518886,377,0.15119,0.11762,0.021385062,160,0.725,0.67976,0.009939568,116,0.28111,0.29068,-0.004666995,0.3303,0.4092,0.007980662,1.363205098,2019,4.21,Craig Kimbrel
518927,796,0.08543,0.08489,0.005828612,351,0.56695,0.60004,-0.020335505,320,0.26966,0.24341,0.013220135,0.3348,0.3098,-0.003680406,-0.797063034,2015,3.477,Tommy Layne
